,ID,BrojKonkurisanja,BrojPregledaOglasa,NacinKonkurisanja,PrimarnaKategorija,StandardizovanaPozicija,Drzava,ImaInostranstvoGrad,Regioni,ImaInostranstvoRegion,Godina,Mesec_proba,Grad,Nadkategorija
1581,186618,16,578,N,ugostiteljstvo,konobar,Crna Gora,da,,ne,2017,10,Kotor (Crna Gora),Turizam i ugostiteljstvo
1582,188123,3,575,N,mašinstvo,serviser,Crna Gora,ne,Inostranstvo,da,2017,8,Podgorica (Crna Gora),Tehničke nauke
1583,188668,17,842,NE,elektrotehnika,elektroinženjer,Crna Gora,ne,Inostranstvo,da,2017,11,Herceg Novi,Tehničke nauke
1584,189346,14,1139,NE,ugostiteljstvo,kuvar,Crna Gora,ne,Inostranstvo,da,2017,11,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1585,190372,14,467,N,ugostiteljstvo,konobar,Crna Gora,da,,ne,2017,4,Kotor (Crna Gora),Turizam i ugostiteljstvo
1586,190665,6,505,NE,"računovodstvo, knjigovodstvo",interni revizor,Crna Gora,ne,Inostranstvo,da,2017,5,Podgorica,Ekonomija
1588,191508,8,825,NE,"trgovina, prodaja",Menadžer prodaje ,Crna Gora,ne,Inostranstvo,da,2017,12,Podgorica (Crna Gora),Trgovina i usluge
1589,192426,32,1135,N,ljudski resursi (HR),menadžer ljudskih resursa,Crna Gora,da,,ne,2017,12,Sveti Stefan (Crna Gora),Trgovina i usluge
1590,193280,39,1121,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,4,Tivat (Crna Gora),Turizam i ugostiteljstvo
1591,194081,11,422,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Trgovina i usluge
1592,194087,17,777,NE,ugostiteljstvo,host/esa,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1593,194088,19,819,NE,ostalo,fizički radnik,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Trgovina i usluge
1594,194100,11,500,NE,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1595,194101,15,360,NE,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1596,194102,12,331,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Turizam i ugostiteljstvo
1597,194106,26,553,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Turizam i ugostiteljstvo
1598,194107,24,1338,NE,priprema hrane,pomoćni radnik u kuhinji,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Turizam i ugostiteljstvo
1599,194114,25,631,NE,ostalo,pomoćni radnik,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Trgovina i usluge
1600,194117,6,462,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Trgovina i usluge
1601,194119,31,506,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Trgovina i usluge
1602,194126,17,441,NE,priprema hrane,šef kuhinje,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1603,194129,30,571,NE,magacin,šef magacina,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Trgovina i usluge
1604,194141,17,697,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1605,194143,41,877,NE,mašinstvo,Ĺ ef proizvodnje u mašinstvu,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Bar, Ulcinj (Crna Gora)",Tehničke nauke
1606,194149,10,378,NE,ugostiteljstvo,šanker,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1607,194166,30,1443,NE,ostalo,radnik na održavanju,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Trgovina i usluge
1608,194167,16,792,NE,ostalo,radnik na održavanju,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Trgovina i usluge
1609,194175,7,474,NE,priprema hrane,pomoćni radnik u kuhinji,Crna Gora,ne,Inostranstvo,da,2018,1,"Kotor, Ulcinj, Bar (Crna Gora)",Turizam i ugostiteljstvo
1610,194329,40,1831,N,"građevina, geodezija",projekt menadžer (arhitektura),Crna Gora,da,,ne,2018,1,Crna Gora,Tehničke nauke
1611,194451,6,537,NE,"trgovina, prodaja",Menadžer prodaje ,Crna Gora,ne,Inostranstvo,da,2018,1,Niksi? (Crna Gora),Trgovina i usluge
1612,194560,2,323,NE,arhitektura,diplomirani prostorni planer,Crna Gora,ne,Inostranstvo,da,2018,1,Niksi? (Crna Gora),Tehničke nauke
1613,194564,2,424,NE,arhitektura,diplomirani prostorni planer,Crna Gora,ne,Inostranstvo,da,2018,1,Niksi? (Crna Gora),Tehničke nauke
1616,196129,21,855,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,1,Kotor (Crna Gora),Turizam i ugostiteljstvo
1617,197663,34,1312,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,12,Podgorica (Crna Gora),Tehničke nauke
1618,197664,50,1396,N,"građevina, geodezija",šef gradilišta,Crna Gora,ne,Inostranstvo,da,2018,12,Podgorica (Crna Gora),Tehničke nauke
1619,198398,26,911,NE,arhitektura,arhitekta,Crna Gora,da,,ne,2018,2,Podgorica (Crna Gora),Tehničke nauke
1622,198732,18,628,NE,priprema hrane,kuvar,Crna Gora,da,,ne,2018,2,Crna Gora,Turizam i ugostiteljstvo
1623,200495,224,9110,NE,"trgovina, prodaja",prodajni medicinski predstavnik,Crna Gora,ne,"Inostranstvo,JuĹľno-bački okrug,Mačvanski okrug,Kolubarski okrug,Ĺ umadijski okrug,Zlatiborski okrug,Moravički okrug,RaĹˇki okrug,NiĹˇavski okrug,Beograd (uĹľi)",da,2018,9,"Nekoliko gradova u Srbiji, Crnoj Gori i Bosni i Hercegovini",Trgovina i usluge
1624,200580,14,459,NE,ljudski resursi (HR),menadžer ljudskih resursa,Crna Gora,ne,Inostranstvo,da,2018,8,Podgorica (Crna Gora),Trgovina i usluge
1626,201249,402,13519,N,"trgovina, prodaja",komercijalista,Crna Gora,ne,"Srbija,Inostranstvo",da,2018,3,"Srbija, Crna Gora, Makedonija",Trgovina i usluge
1627,201331,21,1171,NE,"trgovina, prodaja",Menadžer prodaje ,Crna Gora,ne,Inostranstvo,da,2018,3,Bar (Crna Gora),Trgovina i usluge
1629,202537,29,1044,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,3,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1630,202538,35,1199,NE,ugostiteljstvo,host/esa,Crna Gora,ne,Inostranstvo,da,2018,3,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1631,202618,1,231,NE,briga o lepoti,kozmetičar,Crna Gora,ne,Inostranstvo,da,2018,3,"Crna Gora, Budva, Petrovac.",Trgovina i usluge
1632,202629,10,531,NE,zdravstvo,fizioterapeut,Crna Gora,ne,Inostranstvo,da,2018,3,"Crna Gora, Budva, Petrovac.",Zdravstvo i farmacija
1633,202631,23,722,NE,ugostiteljstvo,recepcioner,Crna Gora,ne,Inostranstvo,da,2018,3,"Crna Gora, Budva, Petrovac.",Turizam i ugostiteljstvo
1634,202632,9,491,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,3,"Crna Gora, Budva, Petrovac.",Turizam i ugostiteljstvo
1635,202983,9,900,NE,elektrotehnika,električar,Crna Gora,da,,ne,2018,3,Podgorica (Crna Gora),Tehničke nauke
1636,204052,18,1119,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,5,Crna Gora,Tehničke nauke
1637,205350,48,1525,NE,ugostiteljstvo,stjuard/stjuardesa,Crna Gora,da,,ne,2018,4,"Podgorica, Crna Gora",Turizam i ugostiteljstvo
1638,205494,24,322,N,ugostiteljstvo,šanker,Crna Gora,ne,Inostranstvo,da,2018,4,Bar (Crna Gora),Turizam i ugostiteljstvo
1639,205498,5,366,N,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,4,Bar (Crna Gora),Trgovina i usluge
1640,205501,5,329,N,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2018,4,Bar (Crna Gora),Turizam i ugostiteljstvo
1641,205504,2,209,N,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2018,4,Bar (Crna Gora),Turizam i ugostiteljstvo
1642,205507,16,293,N,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2018,4,Bar (Crna Gora),Turizam i ugostiteljstvo
1643,205736,4,409,NE,"računovodstvo, knjigovodstvo",referent računovodstva,Crna Gora,da,,ne,2018,4,Podgorica (Crna Gora),Ekonomija
1649,207053,5,390,NE,priprema hrane,šef kuhinje,Crna Gora,da,,ne,2018,4,Petrovac (Crna Gora),Turizam i ugostiteljstvo
1650,207058,20,589,N,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,da,,ne,2018,4,Petrovac (Crna Gora),Turizam i ugostiteljstvo
1651,207528,17,789,N,farmacija,diplomirani farmaceut,Crna Gora,da,,ne,2018,7,"Budva, Petrovac na Moru (Crna Gora)",Zdravstvo i farmacija
1652,207667,15,726,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,8,Tivat (Crna Gora),Tehničke nauke
1653,207800,12,542,NE,administracija,office manager,Crna Gora,ne,Inostranstvo,da,2018,10,Crna Gora,Ekonomija
1654,207841,26,836,NE,"trgovina, prodaja",prodavac,Crna Gora,ne,Inostranstvo,da,2018,5,Kotor (Crna Gora),Trgovina i usluge
1655,208710,26,565,NE,"trgovina, prodaja",menadžer nabavke,Crna Gora,da,,ne,2018,5,"Crna Gora, Podgorica",Trgovina i usluge
1656,209315,55,1505,NE,arhitektura,arhitekta,Crna Gora,da,,ne,2018,5,Herceg Novi (Crna Gora),Tehničke nauke
1657,209471,32,1541,NE,arhitektura,arhitekta,Crna Gora,da,,ne,2018,5,Herceg Novi (Crna Gora),Tehničke nauke
1658,209472,23,1399,NE,administracija,projekt menadžer,Crna Gora,da,,ne,2018,5,Herceg Novi (Crna Gora),Ekonomija
1659,209473,50,1760,NE,arhitektura,arhitekta,Crna Gora,da,,ne,2018,5,Herceg Novi (Crna Gora),Tehničke nauke
1660,209474,26,2022,NE,"trgovina, prodaja",menadžer nabavke,Crna Gora,da,,ne,2018,5,Herceg Novi (Crna Gora),Trgovina i usluge
1661,210092,8,904,NE,elektrotehnika,električar,Crna Gora,ne,Inostranstvo,da,2018,5,Podgorica (Crna Gora),Tehničke nauke
1662,210708,81,3151,NE,arhitektura,asistent na projektima u arhitekturi,Crna Gora,da,,ne,2018,5,Herceg Novi (Crna Gora),Tehničke nauke
1663,210957,22,624,NE,ugostiteljstvo,recepcioner,Crna Gora,ne,Inostranstvo,da,2018,8,Budva (Crna Gora),Turizam i ugostiteljstvo
1664,212426,49,2361,NE,"građevina, geodezija",građevinski inženjer,Crna Gora,da,,ne,2018,12,Herceg Novi (Crna Gora),Tehničke nauke
1665,212515,36,849,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Trgovina i usluge
1666,212537,12,501,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Trgovina i usluge
1667,212539,29,879,NE,priprema hrane,pomoćni radnik u kuhinji,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1668,212541,15,554,NE,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1669,212542,1,298,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1670,212543,4,284,NE,priprema hrane,mesar,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1671,212547,6,211,NE,priprema hrane,pekar,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1673,212549,31,342,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1674,212551,4,366,NE,priprema hrane,šef kuhinje,Crna Gora,ne,Inostranstvo,da,2018,12,"Budva, Crna Gora",Turizam i ugostiteljstvo
1675,212826,14,1434,N,"trgovina, prodaja",praktikant u prodaji,Crna Gora,ne,Inostranstvo,da,2018,6,Podgorica (Crna Gora),Trgovina i usluge
1676,212919,3,579,N,elektrotehnika,inženjer održavanja,Crna Gora,ne,Inostranstvo,da,2018,6,"NikĹˇi?, Crna Gora",Tehničke nauke
1677,214002,5,400,NE,briga o lepoti,kozmetičar,Crna Gora,da,,ne,2018,6,Petrovac (Crna Gora),Trgovina i usluge
1678,214328,19,861,NE,ljudski resursi (HR),HR biznis partner,Crna Gora,da,,ne,2018,6,"Crna Gora, Podgorica",Trgovina i usluge
1679,215238,20,1149,NE,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,3,Herceg Novi (Crna Gora),Tehničke nauke
1680,215240,34,1170,NE,"građevina, geodezija",projekt menadžer,Crna Gora,ne,Inostranstvo,da,2018,3,Herceg Novi (Crna Gora),Ekonomija
1681,215396,28,1522,N,elektrotehnika,elektroinženjer,Crna Gora,da,,ne,2018,6,Tivat (Crna Gora),Tehničke nauke
1682,215400,24,1313,N,telekomunikacije,montažer telekomunikacione opreme,Crna Gora,da,,ne,2018,6,Tivat (Crna Gora),Tehničke nauke
1684,217123,11,1104,NE,elektrotehnika,električar,Crna Gora,ne,Inostranstvo,da,2018,7,"Herceg Novi, Podgorica, Tivat (Crna Gora)",Tehničke nauke
1685,218076,40,747,NE,"trgovina, prodaja",komercijalista,Crna Gora,da,,ne,2018,7,Crna Gora,Trgovina i usluge
1686,218168,2,286,NE,priprema hrane,mesar,Crna Gora,ne,Inostranstvo,da,2018,7,Crna Gora,Turizam i ugostiteljstvo
1687,218433,2,382,NE,priprema hrane,pekar,Crna Gora,da,,ne,2018,3,Podgorica (Crna Gora),Turizam i ugostiteljstvo
1688,219657,43,1264,N,ljudski resursi (HR),menadžer ljudskih resursa,Crna Gora,da,,ne,2018,10,Crna Gora,Trgovina i usluge
1689,219962,11,907,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2018,8,Dobrota (Crna Gora),Trgovina i usluge
1690,220694,14,948,N,mašinstvo,rukovodilac mašinske službe,Crna Gora,da,,ne,2018,8,Podgorica (Crna Gora),Tehničke nauke
1691,221447,31,1478,NE,ugostiteljstvo,recepcioner,Crna Gora,ne,Inostranstvo,da,2018,8,Budva (Crna Gora),Turizam i ugostiteljstvo
1692,221450,10,1037,NE,elektrotehnika,serviser,Crna Gora,ne,Inostranstvo,da,2018,8,Budva (Crna Gora),Tehničke nauke
1693,222961,129,6026,NE,farmacija,prodajni medicinski predstavnik,Crna Gora,da,,ne,2018,4,"Srbija, Crna Gora",Trgovina i usluge
1694,223132,203,6166,NE,farmacija,prodajni medicinski predstavnik,Crna Gora,da,,ne,2018,6,"Nekoliko gradova u Srbiji, Crnoj Gori i Bosni i Hercegovini",Trgovina i usluge
1696,223948,17,664,N,ljudski resursi (HR),Referent za ljudske resurse,Crna Gora,ne,Inostranstvo,da,2018,12,Podgorica (Crna Gora),Trgovina i usluge
1697,224092,17,1311,NE,zdravstvo,prodajni medicinski predstavnik,Crna Gora,da,,ne,2018,11,za teritoriju Crne Gore,Trgovina i usluge
1698,224886,13,637,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,9,Tivat (Crna Gora),Tehničke nauke
1699,224977,12,795,NE,farmacija,diplomirani farmaceut,Crna Gora,da,,ne,2018,9,Budva (Crna Gora),Zdravstvo i farmacija
1700,225075,12,875,N,farmacija,farmaceutski tehničar,Crna Gora,ne,Inostranstvo,da,2018,9,Herceg Novi (Crna Gora),Zdravstvo i farmacija
1702,226992,73,3234,N,farmacija,diplomirani farmaceut,Crna Gora,ne,"Srbija,Inostranstvo",da,2018,2,Srbija i Crna Gora,Zdravstvo i farmacija
1703,227045,144,3556,N,farmacija,farmaceutski tehničar,Crna Gora,ne,"Srbija,Inostranstvo",da,2018,2,Srbija i Crna Gora,Zdravstvo i farmacija
1705,231860,9,710,NE,elektrotehnika,energetičar,Crna Gora,da,,ne,2018,5,"Podgorica, Tivat, Herceg Novi (Crna Gora)",Tehničke nauke
1707,233307,33,1246,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,11,Podgorica (Crna Gora),Tehničke nauke
1708,233384,8,882,N,saobraćaj,saobraćajni inženjer,Crna Gora,ne,Inostranstvo,da,2018,11,Podgorica (Crna Gora),Trgovina i usluge
1709,233387,11,1062,N,zaštita na radu,referent protivpožarne zaštite,Crna Gora,ne,Inostranstvo,da,2018,11,Podgorica (Crna Gora),Trgovina i usluge
1710,233426,7,559,NE,ugostiteljstvo,host/esa,Crna Gora,ne,Inostranstvo,da,2018,11,"Crna Gora, Budva",Turizam i ugostiteljstvo
1711,233482,13,1093,N,administracija,administrativni radnik,Crna Gora,ne,Inostranstvo,da,2018,11,Podgorica (Crna Gora),Ekonomija
1712,233488,19,1040,NE,ugostiteljstvo,konobar,Crna Gora,da,,ne,2018,11,"PrĹľno, Crna Gora",Turizam i ugostiteljstvo
1714,235275,14,1034,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,4,Budva (Crna Gora),Turizam i ugostiteljstvo
1715,235276,12,1007,NE,ostalo,nadzornik higijeničara/ki,Crna Gora,ne,Inostranstvo,da,2018,4,Budva (Crna Gora),Trgovina i usluge
1716,235761,13,809,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2018,6,Crna Gora,Tehničke nauke
1717,235999,26,848,N,ekonomija (opšte),projekt menadžer,Crna Gora,ne,Inostranstvo,da,2018,7,Podgorica (Crna Gora),Ekonomija
1718,236771,44,1020,N,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2018,12,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1719,236779,27,889,NE,"trgovina, prodaja",Menadžer prodaje ,Crna Gora,ne,Inostranstvo,da,2018,12,Herceg Novi (Crna Gora),Trgovina i usluge
1720,236970,18,1368,N,"građevina, geodezija",asistent na projektima u arhitekturi,Crna Gora,ne,Inostranstvo,da,2018,12,"Podgorica, Crna Gora",Tehničke nauke
1721,236992,7,634,N,"rudarstvo, metalurgija",metalurški inženjer ,Crna Gora,ne,Inostranstvo,da,2018,12,"NikĹˇi?, Crna Gora",Tehničke nauke
1722,237144,10,1218,NE,zabava,krupije,Crna Gora,ne,Inostranstvo,da,2018,12,Budva (Crna Gora),Turizam i ugostiteljstvo
1724,237499,31,1377,N,"građevina, geodezija",šef gradilišta,Crna Gora,da,,ne,2018,12,Podgorica (Crna Gora),Tehničke nauke
1725,237517,1,422,N,"građevina, geodezija",vodoinstalater,Crna Gora,da,,ne,2018,12,Crna Gora,Tehničke nauke
1727,239074,46,1580,NE,ostalo,higijeničar/ka,Crna Gora,da,,ne,2019,11,"Kumbor, Herceg Novi, Crna Gora",Trgovina i usluge
1729,240496,56,1477,NE,"trgovina, prodaja",Menadžer prodaje ,Crna Gora,ne,Inostranstvo,da,2019,1,"Tivat, Crna Gora",Trgovina i usluge
1730,240595,160,6104,NE,farmacija,prodajni medicinski predstavnik,Crna Gora,da,,ne,2019,1,"Crna Gora, BiH, Srbija",Trgovina i usluge
1731,241187,39,1632,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2019,1,"Budva, Crna Gora",Turizam i ugostiteljstvo
1732,241629,45,931,N,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2019,1,Herceg Novi (Crna Gora),Trgovina i usluge
1733,241630,5,405,N,priprema hrane,pekar,Crna Gora,ne,Inostranstvo,da,2019,1,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1734,241919,9,573,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,1,"Budva, Crna Gora",Turizam i ugostiteljstvo
1735,242476,6,885,N,arhitektura,arhitekta,Crna Gora,ne,Inostranstvo,da,2019,5,Niksi? (Crna Gora),Tehničke nauke
1737,243023,20,782,NE,arhitektura,arhitekta,Crna Gora,ne,Inostranstvo,da,2019,12,Kotor (Crna Gora),Tehničke nauke
1738,243187,27,861,NE,"građevina, geodezija",šef gradilišta,Crna Gora,ne,Inostranstvo,da,2019,12,Kotor (Crna Gora),Tehničke nauke
1739,244009,14,708,NE,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2019,2,Ulcinj (Crna Gora),Turizam i ugostiteljstvo
1740,244828,11,577,N,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2019,2,"Herceg Novi, Tivat (Crna Gora)",Turizam i ugostiteljstvo
1741,244993,13,569,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,2,Budva (Crna Gora),Turizam i ugostiteljstvo
1742,245392,97,7700,N,"građevina, geodezija",elektromonter,Crna Gora,ne,"Srbija,Inostranstvo",da,2019,2,"Srbija, Crna Gora, BiH, Austrija, Nemačka, SAD",Tehničke nauke
1743,245395,126,6794,N,telekomunikacije,tehničar za instalaciju opreme,Crna Gora,ne,"Srbija,Inostranstvo",da,2019,2,"Srbija, Crna Gora, BiH, Austrija, Nemačka, SAD",Tehničke nauke
1745,249246,4,454,N,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,3,"Sveti Stefan, Budva (Crna Gora)",Turizam i ugostiteljstvo
1746,249248,30,1084,N,ugostiteljstvo,menadžer ugostiteljstva,Crna Gora,ne,Inostranstvo,da,2019,3,"Sveti Stefan, Budva (Crna Gora)",Turizam i ugostiteljstvo
1747,249657,2,403,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,3,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1748,249970,1,325,N,briga o lepoti,frizer,Crna Gora,ne,Inostranstvo,da,2019,3,Budva (Crna Gora),Trgovina i usluge
1749,250101,18,847,N,farmacija,diplomirani farmaceut,Crna Gora,ne,Inostranstvo,da,2019,3,"Budva, Petrovac na Moru (Crna Gora)",Zdravstvo i farmacija
1750,250319,26,940,N,"građevina, geodezija",građevinski inženjer,Crna Gora,ne,Inostranstvo,da,2019,3,Projekti u Crnoj Gori,Tehničke nauke
1751,250550,8,377,N,priprema hrane,šef kuhinje,Crna Gora,ne,Inostranstvo,da,2019,1,"Herceg Novi, Tivat (Crna Gora)",Turizam i ugostiteljstvo
1752,250804,11,789,N,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2019,9,"Sveti Stefan, Crna Gora",Turizam i ugostiteljstvo
1753,250805,17,1081,NE,ostalo,higijeničar/ka,Crna Gora,ne,Inostranstvo,da,2019,9,"Sveti Stefan, Crna Gora",Trgovina i usluge
1754,253592,15,629,NE,farmacija,diplomirani farmaceut,Crna Gora,ne,Inostranstvo,da,2019,6,"Budva, RadanoviÄ‡i, Herceg Novi (Crna Gora)",Zdravstvo i farmacija
1755,254644,29,984,NE,mašinstvo,inženjer održavanja,Crna Gora,ne,Inostranstvo,da,2019,4,"Ulcinj, Crna Gora",Tehničke nauke
1756,256152,13,508,NE,priprema hrane,pomoćni radnik u kuhinji,Crna Gora,ne,Inostranstvo,da,2019,9,Bar (Crna Gora),Turizam i ugostiteljstvo
1757,256398,17,786,NE,"trgovina, prodaja",agent za prodaju nekretnina,Crna Gora,ne,Inostranstvo,da,2019,10,Budva (Crna Gora),Trgovina i usluge
1758,257172,79,1957,NE,ljudski resursi (HR),menadžer ljudskih resursa,Crna Gora,da,,ne,2019,5,"Sveti Stefan, Crna Gora",Trgovina i usluge
1759,257336,6,403,NE,ugostiteljstvo,konobar,Crna Gora,ne,Inostranstvo,da,2019,5,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1760,257441,5,397,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,5,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1761,257443,10,434,NE,ugostiteljstvo,host/esa,Crna Gora,ne,Inostranstvo,da,2019,5,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1762,257444,5,306,NE,ugostiteljstvo,šanker,Crna Gora,ne,Inostranstvo,da,2019,5,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1763,257447,7,377,NE,ugostiteljstvo,šanker,Crna Gora,ne,Inostranstvo,da,2019,5,Herceg Novi (Crna Gora),Turizam i ugostiteljstvo
1764,257911,1,284,NE,priprema hrane,pekar,Crna Gora,ne,Inostranstvo,da,2019,5,Budva (Crna Gora),Turizam i ugostiteljstvo
1765,257913,11,486,NE,"trgovina, prodaja",prodavac,Crna Gora,ne,Inostranstvo,da,2019,5,Budva (Crna Gora),Trgovina i usluge
1766,258047,13,1150,NE,elektrotehnika,električar,Crna Gora,ne,Inostranstvo,da,2019,5,Crna Gora,Tehničke nauke
1767,258706,4,370,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,5,Igalo (Crna Gora),Turizam i ugostiteljstvo
1768,259879,8,576,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,4,Sveti Stefan (Crna Gora),Turizam i ugostiteljstvo
1769,260762,3,305,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,6,Utjeha - Bar (Crna Gora),Turizam i ugostiteljstvo
1770,261674,2,326,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,6,? anj (Crna Gora),Turizam i ugostiteljstvo
1771,261781,5,2037,NE,IT,IT Project Manager,Crna Gora,da,,ne,2019,6,"Podgorica, Crna Gora",Informacione tehnologije
1772,262853,5,304,NE,priprema hrane,kuvar,Crna Gora,da,,ne,2019,6,"Cetinje, Crna Gora",Turizam i ugostiteljstvo
1773,263058,25,790,NE,arhitektura,arhitekta,Crna Gora,ne,Inostranstvo,da,2019,6,Tivat (Crna Gora),Tehničke nauke
1774,264058,9,682,N,"građevina, geodezija",šef gradilišta,Crna Gora,da,,ne,2019,6,Crna Gora,Tehničke nauke
1775,264330,1,411,NE,priprema hrane,kuvar,Crna Gora,ne,Inostranstvo,da,2019,5,Morinj (Crna Gora),Turizam i ugostiteljstvo
