,ID,BrojKonkurisanja,BrojPregledaOglasa,NacinKonkurisanja,PrimarnaKategorija,StandardizovanaPozicija,Drzava,ImaInostranstvoGrad,Regioni,ImaInostranstvoRegion,Godina,Mesec_proba,Grad,Nadkategorija
5565,183951,36,1634,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2017,2,Jesenice (Slovenija),Trgovina i usluge
5566,183955,34,1770,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2017,2,Jesenice (Slovenija),Trgovina i usluge
5567,184774,77,1409,NE,ugostiteljstvo,kuvar,Slovenija,ne,Inostranstvo,da,2017,9,"Beograd, Slovenija",Turizam i ugostiteljstvo
5568,184776,88,1679,NE,ugostiteljstvo,konobar,Slovenija,ne,Inostranstvo,da,2017,9,"Beograd, Slovenija",Turizam i ugostiteljstvo
5569,184966,1,354,N,mašinstvo,autolimar,Slovenija,da,,ne,2017,10,"Ljubljana, Slovenija)",Trgovina i usluge
5570,185262,23,545,NE,priprema hrane,šef kuhinje,Slovenija,da,,ne,2017,12,Slovenija,Turizam i ugostiteljstvo
5571,185263,23,483,NE,priprema hrane,kuvar,Slovenija,da,,ne,2017,12,Slovenija,Turizam i ugostiteljstvo
5572,185265,30,596,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2017,12,Slovenija,Turizam i ugostiteljstvo
5573,185992,79,2161,NE,ostalo,montažer,Slovenija,ne,Inostranstvo,da,2017,10,Maribor (Slovenija),Tehničke nauke
5574,187141,14,1003,N,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2017,3,Jesenice (Slovenija),Tehničke nauke
5575,187424,31,1650,N,transport,vozač,Slovenija,da,,ne,2017,1,"Ljubljana, Slovenija)",Trgovina i usluge
5576,187629,16,640,NE,priprema hrane,kuvar,Slovenija,da,,ne,2017,3,Slovenija,Turizam i ugostiteljstvo
5577,187631,19,524,NE,priprema hrane,šef kuhinje,Slovenija,da,,ne,2017,3,Slovenija,Turizam i ugostiteljstvo
5578,187944,56,1228,NE,mašinstvo,mašinski inženjer,Slovenija,da,,ne,2017,7,"Ljubljana, Slovenija)",Tehničke nauke
5579,188716,44,1637,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2017,11,Jesenice (Slovenija),Trgovina i usluge
5580,188930,18,1977,NE,mašinstvo,mašinski inženjer,Slovenija,ne,Inostranstvo,da,2017,11,"Slovenija, Ravne na KoroĹˇkem",Tehničke nauke
5581,190460,104,2020,N,priprema hrane,kuvar,Slovenija,da,,ne,2017,4,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5582,190889,16,742,N,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2017,8,Jesenice - Slovenija,Tehničke nauke
5583,190955,108,1828,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2017,6,"Beograd, Slovenija",Turizam i ugostiteljstvo
5584,190971,42,3116,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2017,7,Nova Gorica (Slovenija),Trgovina i usluge
5585,191958,24,1700,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2017,12,Jesenice (Slovenija),Trgovina i usluge
5586,192173,33,1745,N,logistika,dispečer,Slovenija,da,,ne,2017,12,Jesenice (Slovenija),Trgovina i usluge
5587,192368,21,513,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2017,12,Slovenija,Turizam i ugostiteljstvo
5588,192369,38,688,NE,ugostiteljstvo,konobar,Slovenija,ne,Inostranstvo,da,2017,12,Slovenija,Turizam i ugostiteljstvo
5589,192370,15,645,NE,priprema hrane,šef kuhinje,Slovenija,ne,Inostranstvo,da,2017,12,Slovenija,Turizam i ugostiteljstvo
5590,193323,112,4892,NE,transport,vozač,Slovenija,da,,ne,2018,11,"Ljubljana, Slovenija)",Trgovina i usluge
5591,194153,16,981,N,mašinstvo,mehaničar,Slovenija,da,,ne,2018,1,"Slovenija, Jesenice",Tehničke nauke
5592,194157,3,592,N,ostalo,autolimar,Slovenija,da,,ne,2018,1,Jesenice (Slovenija),Trgovina i usluge
5593,194159,16,718,N,elektrotehnika,električar,Slovenija,da,,ne,2018,1,Jesenice (Slovenija),Tehničke nauke
5594,194365,49,941,NE,mašinstvo,metalostrugar,Slovenija,ne,Inostranstvo,da,2018,1,"Kranj, Slovenija",Tehničke nauke
5595,195246,9,548,NE,priprema hrane,šef kuhinje,Slovenija,da,,ne,2018,1,Slovenija,Turizam i ugostiteljstvo
5596,195248,44,600,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,1,Slovenija,Turizam i ugostiteljstvo
5597,195249,23,638,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,1,Slovenija,Turizam i ugostiteljstvo
5598,195599,7,856,NE,elektrotehnika,električar,Slovenija,da,,ne,2018,1,Grosuplje (Slovenija),Tehničke nauke
5599,195756,60,1598,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2018,1,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5600,195758,29,1131,NE,mašinstvo,mašinski inženjer,Slovenija,ne,Inostranstvo,da,2018,1,Slovenija,Tehničke nauke
5601,195802,54,1908,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2018,1,Jesenice (Slovenija),Trgovina i usluge
5603,196462,37,1088,NE,ugostiteljstvo,menadžer ugostiteljstva,Slovenija,ne,Inostranstvo,da,2018,1,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5604,196463,48,1126,NE,ugostiteljstvo,menadžer ugostiteljstva,Slovenija,ne,Inostranstvo,da,2018,1,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5605,197521,36,1636,NE,elektrotehnika,elektroinženjer,Slovenija,da,,ne,2018,12,Kranj (Slovenija),Tehničke nauke
5606,197653,12,669,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,12,Slovenija,Turizam i ugostiteljstvo
5607,197654,6,492,NE,priprema hrane,šef kuhinje,Slovenija,da,,ne,2018,12,Slovenija,Turizam i ugostiteljstvo
5608,197809,9,1636,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,2,Maribor (Slovenija),Trgovina i usluge
5609,197979,21,1369,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,2,Koper (Slovenija),Trgovina i usluge
5611,198254,90,2114,NE,ostalo,radnik u proizvodnji,Slovenija,da,,ne,2018,2,LoĹˇki Potok (Slovenija),Trgovina i usluge
5612,198255,43,1385,NE,mašinstvo,radnik na održavanju mašina,Slovenija,da,,ne,2018,2,LoĹˇki Potok (Slovenija),Tehničke nauke
5613,198539,32,910,NE,priprema hrane,pekar,Slovenija,ne,Inostranstvo,da,2018,2,Slovenija,Turizam i ugostiteljstvo
5614,198835,12,889,N,"fizika, matematika",Poslovni analitičar,Slovenija,ne,Inostranstvo,da,2018,2,"Ljubljana, Slovenija)",Tehničke nauke
5615,198836,35,1209,N,ekonomija (opšte),asistent na ekonomskim projektima,Slovenija,ne,Inostranstvo,da,2018,2,"Ljubljana, Slovenija)",Ekonomija
5616,199652,42,872,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,1,Slovenija,Turizam i ugostiteljstvo
5617,199653,9,557,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,1,Slovenija,Turizam i ugostiteljstvo
5618,200823,38,977,N,"grafičarstvo, izdavaštvo",Radnik u grafičkoj proizvodnji,Slovenija,da,,ne,2018,12,Maribor (Slovenija),Trgovina i usluge
5621,201300,1,587,NE,elektrotehnika,električar,Slovenija,da,,ne,2018,3,Grosuplje (Slovenija),Tehničke nauke
5622,201882,26,587,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,3,Slovenija,Turizam i ugostiteljstvo
5623,201883,9,406,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,3,Slovenija,Turizam i ugostiteljstvo
5624,204372,52,1528,N,logistika,dispečer,Slovenija,da,,ne,2018,4,Jesenice (Slovenija),Trgovina i usluge
5625,204376,60,1862,N,transport,vozač,Slovenija,da,,ne,2018,4,Jesenice (Slovenija),Trgovina i usluge
5626,204743,5,1392,N,"fizika, matematika",Diplomirani fizičar/matematičar,Slovenija,ne,Inostranstvo,da,2018,4,Idrija - Slovenija,Tehničke nauke
5627,204960,4,345,NE,ostalo,autolimar,Slovenija,da,,ne,2018,4,"Ljubljana, Slovenija)",Trgovina i usluge
5628,205017,5,363,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2018,4,Slovenija,Turizam i ugostiteljstvo
5629,205095,27,450,NE,ugostiteljstvo,konobar,Slovenija,ne,Inostranstvo,da,2018,4,Slovenija,Turizam i ugostiteljstvo
5630,205123,5,430,NE,ostalo,autolakirer,Slovenija,da,,ne,2018,4,"Ljubljana, Slovenija)",Trgovina i usluge
5631,206010,25,1737,NE,transport,vozač,Slovenija,da,,ne,2018,4,"Ljubljana, Slovenija)",Trgovina i usluge
5632,207041,21,486,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,3,Slovenija,Turizam i ugostiteljstvo
5633,207043,4,347,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,3,Slovenija,Turizam i ugostiteljstvo
5634,207233,52,1217,NE,mašinstvo,Ĺ ef proizvodnje u mašinstvu,Slovenija,ne,Inostranstvo,da,2018,4,Slovenija,Tehničke nauke
5635,207348,13,906,NE,priprema hrane,pekar,Slovenija,ne,Inostranstvo,da,2018,7,"Ljubljana, Novo Mesto, Maribor, Vrhnika (Slovenija)",Turizam i ugostiteljstvo
5636,207638,17,1470,NE,mašinstvo,bravar,Slovenija,ne,Inostranstvo,da,2018,8,Maribor (Slovenija),Tehničke nauke
5637,207642,18,2057,NE,mašinstvo,zavarivač / varilac,Slovenija,ne,Inostranstvo,da,2018,8,Maribor (Slovenija),Tehničke nauke
5638,207875,16,825,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,9,Koper (Slovenija),Trgovina i usluge
5639,208260,22,1167,NE,elektrotehnika,serviser,Slovenija,ne,Inostranstvo,da,2018,11,Ĺ tore (Slovenija),Tehničke nauke
5640,208381,14,682,N,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2018,5,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5641,208401,3,985,N,"fizika, matematika",Diplomirani fizičar/matematičar,Slovenija,ne,Inostranstvo,da,2018,5,Idrija Slovenija,Tehničke nauke
5642,208904,49,1838,NE,"građevina, geodezija",šef gradilišta,Slovenija,ne,Inostranstvo,da,2018,5,"Sevnica, Slovenija",Tehničke nauke
5643,208919,49,1408,NE,arhitektura,arhitekta,Slovenija,ne,Inostranstvo,da,2018,5,"Sevnica, Slovenija",Tehničke nauke
5644,208920,12,1376,NE,šumarstvo,inženjer drvne tehnologije,Slovenija,ne,Inostranstvo,da,2018,5,"Sevnica, Slovenija",Tehničke nauke
5645,208974,16,994,NE,elektrotehnika,elektroinženjer,Slovenija,da,,ne,2018,5,AjdovĹˇčina (Slovenija),Tehničke nauke
5646,208979,7,1201,NE,IT,C#/C++ Developer,Slovenija,ne,Inostranstvo,da,2018,5,Slovenija (AjdovĹˇčina),Informacione tehnologije
5647,209209,5,616,NE,"građevina, geodezija",stolar/tesar,Slovenija,ne,Inostranstvo,da,2018,5,"Sevnica, Slovenija",Tehničke nauke
5648,209247,15,1035,NE,mašinstvo,rukovalac na CNC mašini,Slovenija,ne,Inostranstvo,da,2018,5,"Sevnica, Slovenija",Tehničke nauke
5649,209361,17,430,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,5,Slovenija,Turizam i ugostiteljstvo
5650,209362,4,337,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,5,Slovenija,Turizam i ugostiteljstvo
5652,209651,21,1220,NE,transport,vozač,Slovenija,da,,ne,2018,5,Grosuplje (Slovenija),Trgovina i usluge
5653,210333,7,490,NE,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2018,5,Slovenija,Tehničke nauke
5654,211640,16,359,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,6,Slovenija,Turizam i ugostiteljstvo
5656,211769,6,740,NE,priprema hrane,kuvar,Slovenija,da,,ne,2018,8,Slovenačko i hrvatsko primorje,Turizam i ugostiteljstvo
5657,211903,11,589,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,7,Koper (Slovenija),Trgovina i usluge
5658,212028,25,1174,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,8,Slovenačko i hrvatsko primorje,Turizam i ugostiteljstvo
5659,212034,53,1514,NE,ostalo,higijeničar/ka,Slovenija,da,,ne,2018,8,Slovenačko i hrvatsko primorje,Trgovina i usluge
5661,212168,4,370,NE,mašinstvo,bravar,Slovenija,da,,ne,2018,11,Slovenija,Tehničke nauke
5662,215112,23,1146,NE,elektrotehnika,serviser,Slovenija,ne,Inostranstvo,da,2018,3,Ĺ tore (Slovenija),Tehničke nauke
5663,216010,7,1045,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,10,Koper (Slovenija),Trgovina i usluge
5665,216222,43,1423,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2018,11,Jesenice (Slovenija),Trgovina i usluge
5666,217473,85,1694,NE,logistika,dispečer,Slovenija,da,,ne,2018,7,Ĺ˝alec (Slovenija),Trgovina i usluge
5667,219087,17,748,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2018,6,Ĺ˝alec (Slovenija),Turizam i ugostiteljstvo
5668,219292,16,880,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,7,Koper (Slovenija),Trgovina i usluge
5671,221822,13,933,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,8,Koper (Slovenija),Trgovina i usluge
5672,221882,46,1254,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2018,8,Jesenice (Slovenija),Trgovina i usluge
5675,222552,9,707,NE,elektrotehnika,serviser,Slovenija,ne,Inostranstvo,da,2018,8,Prodavnice u blizini Celje (Slovenija),Tehničke nauke
5676,222555,18,760,NE,mašinstvo,montažer u mašinstvu,Slovenija,ne,Inostranstvo,da,2018,8,Prodavnice u blizini Celje (Slovenija),Tehničke nauke
5677,222556,15,1074,NE,elektrotehnika,elektroinženjer,Slovenija,ne,Inostranstvo,da,2018,8,Prodavnice u blizini Celje (Slovenija),Tehničke nauke
5678,224161,67,1634,NE,ugostiteljstvo,konobar,Slovenija,da,,ne,2018,9,RogaĹˇka Slatina (Slovenija),Turizam i ugostiteljstvo
5679,224739,11,847,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,9,Koper (Slovenija),Trgovina i usluge
5680,225617,42,1806,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,9,Jesenice (Slovenija),Trgovina i usluge
5681,226579,47,1244,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2018,9,Jesenice (Slovenija),Trgovina i usluge
5682,226995,15,426,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2018,2,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5683,227765,20,1376,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,11,"Ribnica, Slovenija",Trgovina i usluge
5685,228112,18,965,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,8,Koper (Slovenija),Trgovina i usluge
5686,228451,18,2156,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,11,"Ljubljana, Slovenija)",Trgovina i usluge
5687,230633,48,1828,NE,mašinstvo,projektant mašina,Slovenija,da,,ne,2018,10,Novi Sad (Srbija) / Celje (Slovenija),Tehničke nauke
5688,232447,14,892,NE,transport,vozač,Slovenija,da,,ne,2018,8,Koper (Slovenija),Trgovina i usluge
5693,232731,57,1713,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2018,11,Jesenice (Slovenija),Trgovina i usluge
5694,233090,396,6133,NE,ostalo,radnik u proizvodnji,Slovenija,ne,Inostranstvo,da,2018,11,Sevnica (Slovenija),Trgovina i usluge
5695,233779,13,1112,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,11,Celje (Slovenija),Trgovina i usluge
5696,234396,35,2492,NE,IT,System Administrator / Engineer,Slovenija,ne,Inostranstvo,da,2018,11,"Ljubljana, Slovenija",Informacione tehnologije
5701,234690,14,941,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2018,11,Koper (Slovenija),Trgovina i usluge
5702,236006,18,636,NE,"građevina, geodezija",stolar/tesar,Slovenija,ne,Inostranstvo,da,2018,7,Slovenija,Tehničke nauke
5703,236731,27,1204,NE,"trgovina, prodaja",inženjer prodaje,Slovenija,ne,Inostranstvo,da,2018,12,"Trebnje, Slovenija",Trgovina i usluge
5704,236740,7,550,NE,mašinstvo,zavarivač / varilac,Slovenija,ne,Inostranstvo,da,2018,12,Slovenija,Tehničke nauke
5705,236743,20,765,NE,mašinstvo,rukovalac na CNC mašini,Slovenija,ne,Inostranstvo,da,2018,12,Slovenija,Tehničke nauke
5706,236746,23,1092,NE,mašinstvo,operater na mašinama,Slovenija,ne,Inostranstvo,da,2018,12,Slovenija,Tehničke nauke
5707,236748,1,534,NE,mašinstvo,izrađivač alata,Slovenija,ne,Inostranstvo,da,2018,12,Slovenija,Tehničke nauke
5708,236937,48,1767,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2018,12,Jasenice (Slovenija),Trgovina i usluge
5709,237033,35,2495,NE,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2018,12,"Ljubljana, Slovenija)",Tehničke nauke
5713,237684,21,622,N,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2018,12,Prestranek (Slovenija),Turizam i ugostiteljstvo
5714,238091,33,3345,N,transport,vozač,Slovenija,da,,ne,2018,12,Jesenice (Slovenija),Trgovina i usluge
5715,238340,20,1793,N,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2019,8,Jesenice (Slovenija),Tehničke nauke
5716,238676,31,2044,N,"građevina, geodezija",rukovalac građevinskim mašinama,Slovenija,da,,ne,2019,8,"Slovenija, Ĺ˝alec",Tehničke nauke
5717,238679,8,759,NE,mašinstvo,izrađivač alata,Slovenija,da,,ne,2019,8,Slovenija,Tehničke nauke
5718,239629,42,2012,NE,elektrotehnika,elektroinženjer,Slovenija,da,,ne,2019,1,Kranj (Slovenija) ili Beograd (Srbija),Tehničke nauke
5719,239694,13,1250,NE,transport,vozač,Slovenija,da,,ne,2019,1,Koper (Slovenija),Trgovina i usluge
5720,241490,33,1852,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,5,Jesenice (Slovenija),Trgovina i usluge
5721,241849,133,2672,NE,mašinstvo,mašinski inženjer,Slovenija,da,,ne,2019,1,Beograd ili Celje (Slovenija),Tehničke nauke
5722,243580,8,431,NE,mašinstvo,autolimar,Slovenija,da,,ne,2019,11,Slovenija,Trgovina i usluge
5723,243594,17,1011,NE,"fizika, matematika",Poslovni analitičar,Slovenija,da,,ne,2019,11,Slovenija - Ljubljana,Tehničke nauke
5724,243602,11,1309,NE,"fizika, matematika",Statističar,Slovenija,da,,ne,2019,11,Slovenija - Ljubljana,Ekonomija
5725,243636,279,4754,NE,ostalo,radnik u proizvodnji,Slovenija,ne,Inostranstvo,da,2019,12,Slovenija,Trgovina i usluge
5726,243642,8,616,NE,priprema hrane,mesar,Slovenija,da,,ne,2019,12,Slovenija,Turizam i ugostiteljstvo
5727,244320,23,1199,NE,transport,vozač,Slovenija,da,,ne,2019,2,Koper (Slovenija),Trgovina i usluge
5728,244969,7,2976,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,2,Ljubljana,Trgovina i usluge
5729,245670,55,2070,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,2,Jesenice (Slovenija),Trgovina i usluge
5730,245928,4,578,NE,briga o lepoti,frizer,Slovenija,da,,ne,2019,2,"Ljubljana, Slovenija",Trgovina i usluge
5731,245929,29,1390,NE,ostalo,dekorater,Slovenija,da,,ne,2019,1,"Ljubljana, Slovenija",Informacione tehnologije
5732,246466,29,701,NE,priprema hrane,kuvar,Slovenija,da,,ne,2019,5,"Ljubljana, Slovenija",Turizam i ugostiteljstvo
5733,247797,59,4435,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,3,"Ljubljana, Slovenija)",Trgovina i usluge
5734,247817,2,1897,NE,zdravstvo,lekar/doktor,Slovenija,ne,Inostranstvo,da,2019,3,"Ljubljana, Slovenija",Zdravstvo i farmacija
5735,247843,26,918,NE,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2019,3,"Ljubljana, Slovenija)",Tehničke nauke
5736,248027,9,1823,NE,transport,vozač,Slovenija,da,,ne,2019,3,Koper (Slovenija),Trgovina i usluge
5737,249222,32,2756,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,3,"Ljubljana, Slovenija)",Trgovina i usluge
5738,249284,16,784,NE,priprema hrane,kuvar,Slovenija,da,,ne,2019,3,Slovenačko i hrvatsko primorje,Turizam i ugostiteljstvo
5739,249449,33,1550,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,3,"Jesenice, Slovenija",Trgovina i usluge
5740,249777,25,810,N,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2019,1,Dobrna kod Celja (Slovenija),Turizam i ugostiteljstvo
5741,250393,14,507,N,priprema hrane,pomoćni radnik u kuhinji,Slovenija,ne,Inostranstvo,da,2019,3,Slovenije i Hrvatske,Turizam i ugostiteljstvo
5742,251439,8,542,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2019,5,Slovenija,Turizam i ugostiteljstvo
5743,252406,58,1652,NE,elektrotehnika,elektromonter,Slovenija,ne,Inostranstvo,da,2019,12,Ptuj (Slovenija),Tehničke nauke
5744,252574,26,859,N,"trgovina, prodaja",komercijalista,Slovenija,ne,Inostranstvo,da,2019,4,Slovenije i Hrvatske,Trgovina i usluge
5745,252702,48,2270,N,ljudski resursi (HR),Referent za ljudske resurse,Slovenija,ne,Inostranstvo,da,2019,4,"Ljubljana, Slovenija)",Trgovina i usluge
5746,253152,9,891,NE,transport,vozač,Slovenija,da,,ne,2019,4,Koper (Slovenija),Trgovina i usluge
5747,254044,29,3803,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,4,Slovenija,Trgovina i usluge
5748,254410,3,1105,NE,IT,.NET Developer,Slovenija,da,,ne,2019,4,Ljubljana,Informacione tehnologije
5749,254411,6,1100,NE,IT,PHP Developer,Slovenija,da,,ne,2019,4,Ljubljana,Informacione tehnologije
5750,254412,1,1156,NE,IT,Java Developer,Slovenija,da,,ne,2019,4,Ljubljana,Informacione tehnologije
5751,254599,30,1464,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,4,Jesenice (Slovenija),Trgovina i usluge
5752,254757,89,2812,NE,ostalo,radnik u proizvodnji,Slovenija,ne,Inostranstvo,da,2019,4,Slovenija,Trgovina i usluge
5753,254998,26,2254,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,3,"Jasenice, Slovenija",Trgovina i usluge
5754,255002,17,1032,N,mašinstvo,automehaničar,Slovenija,ne,Inostranstvo,da,2019,3,Jesenice (Slovenija),Tehničke nauke
5755,255097,369,6520,N,ostalo,radnik u proizvodnji,Slovenija,ne,Inostranstvo,da,2019,8,"Sevnica, Slovenija",Trgovina i usluge
5756,255183,5,478,N,"trgovina, prodaja",komercijalista,Slovenija,da,,ne,2019,6,"Mali Obrez, Slovenija",Trgovina i usluge
5757,255454,8,1236,NE,zdravstvo,lekar/doktor,Slovenija,ne,Inostranstvo,da,2019,7,"Ljubljana, Slovenija)",Zdravstvo i farmacija
5758,257191,11,856,NE,transport,vozač,Slovenija,da,,ne,2019,5,Koper (Slovenija),Trgovina i usluge
5759,257254,44,2604,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,5,"Ljubljana, Slovenija)",Trgovina i usluge
5760,257426,25,959,NE,elektrotehnika,električar,Slovenija,ne,Inostranstvo,da,2019,5,Kranj (Slovenija),Tehničke nauke
5761,257448,24,2934,NE,mašinstvo,mehaničar,Slovenija,ne,Inostranstvo,da,2019,5,"Ljubljana, Slovenija)",Tehničke nauke
5762,259631,27,849,NE,briga o lepoti,maser,Slovenija,ne,Inostranstvo,da,2019,4,"Ljubljana, Slovenija)",Trgovina i usluge
5763,259800,35,1479,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,5,Jesenice (Slovenija),Trgovina i usluge
5764,261446,34,1050,NE,magacin,šef magacina,Slovenija,ne,Inostranstvo,da,2019,6,"TrĹľiÄ‡, Slovenija",Trgovina i usluge
5765,261577,3,999,NE,zdravstvo,lekar/doktor,Slovenija,ne,Inostranstvo,da,2019,12,"Ljubljana, Slovenija)",Zdravstvo i farmacija
5766,262473,17,1749,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,6,Jesenice (Slovenija),Trgovina i usluge
5767,262903,12,744,NE,"građevina, geodezija",stolar/tesar,Slovenija,ne,Inostranstvo,da,2019,6,Ljubljana,Tehničke nauke
5768,265002,3,1200,NE,zdravstvo,lekar/doktor,Slovenija,da,,ne,2019,5,"Ljubljana, Slovenija",Zdravstvo i farmacija
5769,265878,9,980,NE,transport,vozač,Slovenija,da,,ne,2019,11,Koper (Slovenija),Trgovina i usluge
5770,266241,32,1888,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,7,Jesenice (Slovenija),Trgovina i usluge
5771,266566,8,1327,NE,IT,JavaScript Developer,Slovenija,ne,Inostranstvo,da,2019,7,"Logatec, Ljubljana (Slovenija)",Informacione tehnologije
5772,267070,15,1713,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,7,Jesenice (Slovenija),Trgovina i usluge
5773,268927,35,1288,NE,hemija,laboratorijski/hemijski tehničar,Slovenija,da,,ne,2019,5,Slovenija,Tehničke nauke
5774,270803,157,3051,NE,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,8,Ĺ˝alec (Slovenija),Trgovina i usluge
5775,270858,37,2244,NE,transport,vozač,Slovenija,da,,ne,2019,8,"Celje, Slovenija",Trgovina i usluge
5776,271523,419,9370,N,ostalo,radnik u proizvodnji,Slovenija,ne,Inostranstvo,da,2019,8,Vrhnika i Sevnica (Slovenija),Trgovina i usluge
5777,271601,38,709,NE,priprema hrane,kuvar,Slovenija,ne,Inostranstvo,da,2019,8,"Ljubljana, Slovenija)",Turizam i ugostiteljstvo
5778,271840,36,3032,NE,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,8,Koper (Slovenija),Trgovina i usluge
5779,272720,25,2325,N,transport,vozač,Slovenija,ne,Inostranstvo,da,2019,8,Jesenice (Slovenija),Trgovina i usluge
5780,272721,42,2165,N,logistika,dispečer,Slovenija,ne,Inostranstvo,da,2019,8,Jesenice (Slovenija),Trgovina i usluge
5781,273271,3,2552,NE,IT,Android Developer ,Slovenija,ne,Inostranstvo,da,2019,4,"Ljubljana, Slovenija)",Informacione tehnologije
5782,273282,54,4150,NE,IT,IT Project Manager,Slovenija,ne,Inostranstvo,da,2019,4,"Ljubljana, Slovenija)",Informacione tehnologije
5783,274151,37,2313,NE,"građevina, geodezija",stolar/tesar,Slovenija,ne,Inostranstvo,da,2019,10,Maribor (Slovenija),Tehničke nauke
5784,274380,136,3435,NE,hemija,hemijski inženjer,Slovenija,ne,Inostranstvo,da,2019,10,Kranj (Slovenija),Tehničke nauke
5785,275352,43,1949,NE,mašinstvo,bravar,Slovenija,da,,ne,2019,9,Slovenija,Tehničke nauke
5786,276026,249,2772,NE,transport,kurir,Slovenija,ne,Inostranstvo,da,2019,9,Maribor (Slovenija),Trgovina i usluge
