ID;BrojKonkurisanja;BrojPregledaOglasa;PrimarnaKategorija;StandardizovanaPozicija;ImaInostranstvoGrad;Regioni;ImaInostranstvoRegion;Godina;BrojPrijavaSamoIno;DatumObjave;NacinKonkurisanja;Grad;Nadkategorija;Drzava
280579;4;374;priprema hrane;šef kuhinje;ne;Inostranstvo;da;2019;;17.10.2019;NE;Ulcinj (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
280608;20;733;ugostiteljstvo;menadžer ugostiteljstva;ne;Inostranstvo;da;2019;;17.10.2019;NE;Ulcinj (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
280613;20;540;ugostiteljstvo;menadžer ugostiteljstva;ne;Inostranstvo;da;2019;;17.10.2019;NE;Ulcinj (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
280615;4;379;priprema hrane;šef kuhinje;ne;Inostranstvo;da;2019;;17.10.2019;NE;Ulcinj (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
280619;21;960;mašinstvo;rukovodilac mašinske službe;ne;Inostranstvo;da;2019;;17.10.2019;NE;Ulcinj (Crna Gora);Tehničke nauke;Crna Gora
281825;295;10979;trgovina, prodaja;komercijalista;da;;ne;2019;17.0;29.10.2019;NE;ViĹˇe gradova u Srbiji, Crnoj Gori;Trgovina i usluge;Crna Gora
282741;3;913;farmacija;diplomirani farmaceut;ne;Inostranstvo;da;2019;;05.11.2019;NE;Podgorica;Zdravstvo i farmacija;Crna Gora
282837;31;1276;ugostiteljstvo;menadžer ugostiteljstva;da;;ne;2019;;05.11.2019;NE;Podgorica, Crna Gora;Turizam i ugostiteljstvo;Crna Gora
283673;5;780;građevina, geodezija;stolar/tesar;ne;Inostranstvo;da;2019;;08.11.2019;NE;Kotor (Crna Gora);Tehničke nauke;Crna Gora
285825;7;425;marketing, promocija;marketing menadžer;ne;Inostranstvo;da;2019;;26.11.2019;NE;Budva, Crna Gora;Ekonomija;Crna Gora
286425;22;852;menadžment (viši);menadžer opštih poslova;ne;Inostranstvo;da;2019;;28.11.2019;NE;Budva, Crna Gora;Ekonomija;Crna Gora
286647;8;980;priprema hrane;šef kuhinje;da;;ne;2019;;02.12.2019;NE;Podgorica, Crna Gora;Turizam i ugostiteljstvo;Crna Gora
287015;15;666;trgovina, prodaja;Menadžer prodaje ;da;;ne;2019;;04.12.2019;NE;Budva;Trgovina i usluge;Crna Gora
287146;4;436;zdravstvo;lekar/doktor;da;;ne;2019;;05.12.2019;NE;Podgorica (Crna Gora);Zdravstvo i farmacija;Crna Gora
287279;12;524;trgovina, prodaja;Menadžer prodaje ;da;;ne;2019;;05.12.2019;NE;Budva;Trgovina i usluge;Crna Gora
287297;0;378;zdravstvo;lekar/doktor;da;;ne;2019;;05.12.2019;NE;Podgorica (Crna Gora);Zdravstvo i farmacija;Crna Gora
287298;2;479;zdravstvo;lekar/doktor;da;;ne;2019;;05.12.2019;NE;Podgorica (Crna Gora);Zdravstvo i farmacija;Crna Gora
288223;26;1001;menadžment (viši);menadžer opštih poslova;ne;Inostranstvo;da;2019;;13.12.2019;NE;Podgorica, Crna Gora;Ekonomija;Crna Gora
288385;19;778;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;16.12.2019;NE;Kotor, Crna Gora;Tehničke nauke;Crna Gora
288939;2;741;administracija;administrativni radnik;da;;ne;2019;;20.12.2019;NE;Podgorica, Crna Gora;Ekonomija;Crna Gora
289212;4;887;građevina, geodezija;stolar/tesar;da;;ne;2020;;06.01.2020;NE;Kotor, Crna Gora (poslodavac nudi smeĹˇtaj);Tehničke nauke;Crna Gora
289550;22;1345;elektrotehnika;električar;da;;ne;2020;;15.01.2020;N;Kotor, Crna Gora;Tehničke nauke;Crna Gora
289595;2;774;mašinstvo;automehaničar;da;;ne;2020;;15.01.2020;N;Kotor, Crna Gora;Tehničke nauke;Crna Gora
290358;11;2025;ostalo;fizički radnik;da;;ne;2020;;13.01.2020;NE;Tivat, Crna Gora;Trgovina i usluge;Crna Gora
290412;71;1511;umetnost;fotograf;da;;ne;2020;;09.01.2020;NE;Crna Gora;Obrazovanje, umetnost i sport;Crna Gora
292540;5;908;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2020;;21.01.2020;N;Podgorica, Crna Gora;Tehničke nauke;Crna Gora
292707;5;703;priprema hrane;šef kuhinje;da;;ne;2020;;22.01.2020;N;Tivat, Crna Gora;Turizam i ugostiteljstvo;Crna Gora
293892;67;1175;ugostiteljstvo;menadžer ugostiteljstva;da;;ne;2020;;29.01.2020;N;Zaliv LuĹˇtica-Tivat, Crna Gora;Turizam i ugostiteljstvo;Crna Gora
294008;3;540;građevina, geodezija;stolar/tesar;da;;ne;2020;;30.01.2020;NE;Kotor (Crna Gora) - smeĹˇtaj i ručak obezbeÄ‘eni;Tehničke nauke;Crna Gora
294285;0;1753;arhitektura;projekt menadžer (arhitektura);da;;ne;2020;;31.01.2020;X;Tivat, Crna Gora;Tehničke nauke;Crna Gora
294672;30;1105;trgovina, prodaja;prodavac;da;;ne;2020;;06.02.2020;NE;Kotor, Crna Gora;Trgovina i usluge;Crna Gora
295991;18;494;turizam;menadžer turizma;ne;Inostranstvo;da;2020;;12.02.2020;NE;Tivat (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
296027;2;281;ugostiteljstvo;šanker;ne;Inostranstvo;da;2020;;12.02.2020;NE;Tivat (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
296033;10;336;ugostiteljstvo;konobar;ne;Inostranstvo;da;2020;;12.02.2020;NE;Tivat (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
296034;19;453;ugostiteljstvo;menadžer ugostiteljstva;ne;Inostranstvo;da;2020;;12.02.2020;NE;Tivat (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
296554;5;574;farmacija;diplomirani farmaceut;da;;ne;2020;;18.02.2020;NE;Herceg Novi, Budva, Radanovi? - Crna Gora;Zdravstvo i farmacija;Crna Gora
296716;2;276;priprema hrane;kuvar;da;;ne;2020;;26.02.2020;NE;Perast (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
296726;22;821;trgovina, prodaja;agent za prodaju nekretnina;da;;ne;2020;;18.02.2020;NE;Budva, Crna Gora;Trgovina i usluge;Crna Gora
298021;5;512;priprema hrane;šef kuhinje;ne;Inostranstvo;da;2020;;25.02.2020;NE;LuĹˇtica, Crna Gora;Turizam i ugostiteljstvo;Crna Gora
298180;2;338;priprema hrane;kuvar;da;;ne;2020;;26.02.2020;NE;Perast (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
298815;12;716;priprema hrane;kuvar;da;;ne;2020;;05.03.2020;NE;Crna Gora;Turizam i ugostiteljstvo;Crna Gora
299066;4;337;građevina, geodezija;stolar/tesar;da;;ne;2020;;03.03.2020;NE;Kotor (Crna Gora);Tehničke nauke;Crna Gora
299173;9;556;trgovina, prodaja;agent za prodaju nekretnina;da;;ne;2020;;04.03.2020;NE;Budva, Crna Gora;Trgovina i usluge;Crna Gora
299487;1;254;priprema hrane;kuvar;ne;Inostranstvo;da;2020;;05.03.2020;NE;Tivat (Crna Gora);Turizam i ugostiteljstvo;Crna Gora
299537;6;267;obrazovanje, briga o deci;vaspitač;da;;ne;2020;;05.03.2020;NE;Tivat, Crna Gora;Obrazovanje, umetnost i sport;Crna Gora
300973;0;225;priprema hrane;pekar;ne;Inostranstvo;da;2020;;16.03.2020;NE;Budva (Crna Gora) - poslodavac nudi smeĹˇtaj;Turizam i ugostiteljstvo;Crna Gora
301197;0;896;trgovina, prodaja;prodavac;da;;ne;2020;;19.03.2020;X;Beograd i Podgorica (Crna Gora);Trgovina i usluge;Crna Gora
301227;114;2155;marketing, promocija;marketing analitičar;da;;ne;2020;44.0;19.03.2020;NE;Srbija (Beograd) i Crna Gora;Ekonomija;Crna Gora
303259;45;4334;građevina, geodezija;zidar;ne;Inostranstvo;da;2020;29.0;24.04.2020;NE;Srbija, Crna Gora;Tehničke nauke;Crna Gora
303275;102;6869;građevina, geodezija;zidar;ne;Inostranstvo;da;2020;70.0;24.04.2020;NE;Srbija, Crna Gora;Tehničke nauke;Crna Gora
306615;0;2382;obrazovanje, briga o deci;animator;ne;Inostranstvo;da;2020;;15.05.2020;X;Budi? Ja? Ja, Crna Gora;Obrazovanje, umetnost i sport;Crna Gora
306645;0;3637;ugostiteljstvo;higijeničar/ka;ne;Inostranstvo;da;2020;;15.05.2020;X;Budi? Ja? Ja, Crna Gora;Trgovina i usluge;Crna Gora
306649;0;2498;ostalo;domar;ne;Inostranstvo;da;2020;;15.05.2020;X;Budi? Ja? Ja, Crna Gora;Trgovina i usluge;Crna Gora
306660;68;6815;poljoprivreda;poslovođa;da;;ne;2020;;20.05.2020;NE;Herceg Novi (Crna Gora);Trgovina i usluge;Crna Gora
308276;22;959;finansije;referent finansija;da;;ne;2020;;27.05.2020;NE;Crna Gora;Ekonomija;Crna Gora
308810;38;2453;računovodstvo, knjigovodstvo;interni revizor;da;;ne;2020;11.0;01.06.2020;N;Podgorici i Beogradu;Ekonomija;Crna Gora
310239;0;4306;osiguranje, lizing;menadžer osiguranja;ne;Inostranstvo;da;2020;;10.06.2020;X;Srbija, Crna Gora, Hrvatska, Bosna, Bugarska;Ekonomija;Crna Gora
316928;95;1406;trgovina, prodaja;komercijalista;da;;ne;2020;;04.08.2020;NE;Srbija, Crna Gora;Trgovina i usluge;Crna Gora
78842;105;16464;IT;Software Developer / Programmer / Engineer;ne;Inostran   stvo;da;2013;;01.03.2013;NE;ÄŚeĹˇka (Prag);Informacione tehnologije;Češka
89074;0;794;administracija, računovodstvo;administrativni radnik;ne;Inostranstvo;da;2013;;05.04.2013;A;Hradec Kralove, ÄŚeĹˇka;Ekonomija;Češka
91831;0;1005;IT;Database Administrator;ne;Inostranstvo;da;2013;;19.06.2013;X;ÄŚeĹˇka;Informacione tehnologije;Češka
91832;0;608;IT;Consultant  for Business Software;ne;Inostranstvo;da;2013;;19.06.2013;X;ÄŚeĹˇka;Informacione tehnologije;Češka
91833;0;597;IT;Database Administrator;ne;Inostranstvo;da;2013;;19.06.2013;X;ÄŚeĹˇka;Informacione tehnologije;Češka
91834;0;619;IT;Database Administrator;ne;Inostranstvo;da;2013;;19.06.2013;X;ÄŚeĹˇka;Informacione tehnologije;Češka
91835;0;769;IT;System Administrator / Engineer;ne;Inostranstvo;da;2013;;19.06.2013;X;ÄŚeĹˇka;Informacione tehnologije;Češka
92315;148;3272;arhitektura;arhitekta;ne;Inostranstvo;da;2013;;03.07.2013;NE;ÄŚeĹˇka / Rusija;Tehničke nauke;Češka
100490;0;1263;IT;.NET Developer;ne;Inostranstvo;da;2014;;12.02.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
100491;0;1260;IT;.NET Developer;ne;Inostranstvo;da;2014;;12.02.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
101975;0;5917;ljudski resursi (HR);Referent za ljudske resurse;da;;ne;2014;;19.03.2014;X;Beograd, Prag, Mothervell ili Istanbul;Trgovina i usluge;Češka
102647;0;743;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;03.04.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
102899;0;743;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;09.04.2014;X;ÄŚeĹˇka-Prag;Informacione tehnologije;Češka
103210;0;1793;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;16.04.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
103432;0;1719;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;23.04.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
103619;0;595;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;29.04.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
103682;0;932;IT;C#/C++ Developer;ne;Inostranstvo;da;2014;;30.04.2014;X;Prag;Informacione tehnologije;Češka
103753;0;6329;ljudski resursi (HR);Referent za ljudske resurse;da;;ne;2014;;05.05.2014;X;Beograd, Prag, Mothervell ili Istanbul;Trgovina i usluge;Češka
106728;0;740;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;17.07.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
106854;0;1518;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;21.07.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
107094;0;999;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;25.07.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
107581;0;582;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;11.08.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
108031;0;1531;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;21.08.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
108032;0;852;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;21.08.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
109062;0;949;IT;.NET Developer;ne;Inostranstvo;da;2014;;11.09.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
109071;0;921;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;11.09.2014;X;Prag;Informacione tehnologije;Češka
109231;0;991;IT;System Administrator / Engineer;da;;ne;2014;;16.09.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
109254;207;5134;transport, magacin;vozač;da;;ne;2014;;16.09.2014;NE;Netolice (? EĹˇka);Trgovina i usluge;Češka
110572;0;1068;IT;Software Developer / Programmer / Engineer;da;;ne;2014;;14.10.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
110576;0;1325;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;14.10.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
110578;0;1486;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;14.10.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
110691;0;2049;trgovina, prodaja;Menadžer prodaje i izvoza;ne;Inostranstvo;da;2014;;15.10.2014;X;Prag;Trgovina i usluge;Češka
111460;0;1104;IT;C#/C++ Developer;ne;Inostranstvo;da;2014;;03.11.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
113085;0;1545;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;10.12.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
113089;0;1712;IT;menadžer za kontrolu kvaliteta;ne;Inostranstvo;da;2014;;10.12.2014;X;Prag, ÄŚeĹˇka;Tehničke nauke;Češka
113128;0;905;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;11.12.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
113175;0;1025;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2014;;12.12.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
113320;0;2211;IT;System Administrator / Engineer;ne;Inostranstvo;da;2014;;16.12.2014;X;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
114596;0;8495;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2015;;21.01.2015;X;ÄŚeĹˇka (Prag);Informacione tehnologije;Češka
114597;0;397;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2015;;21.01.2015;X;ÄŚeĹˇka (Prag);Informacione tehnologije;Češka
116783;1;1778;IT;Java Developer;da;Inostranstvo;da;2015;;27.02.2015;NE;Prag, ÄŚeĹˇka;Informacione tehnologije;Češka
119937;0;2654;marketing, PR;marketing menadžer;ne;Inostranstvo;da;2015;;30.04.2015;X;Prag, ÄŚeĹˇka;Ekonomija;Češka
119940;0;2496;ekonomija (opšte);menadžer nabavke;ne;Inostranstvo;da;2015;;30.04.2015;X;Prag, ÄŚeĹˇka;Trgovina i usluge;Češka
120601;0;1643;administracija, računovodstvo;službenik za rešavanje žalbi (customer care);ne;Inostranstvo;da;2015;;13.05.2015;X;Brno (ÄŚeĹˇka);Trgovina i usluge;Češka
123009;107;1633;trgovina, prodaja;Menadžer prodaje i izvoza;ne;Inostranstvo;da;2015;;24.06.2015;NE;Praha, ÄŚeĹˇka;Trgovina i usluge;Češka
123141;70;1576;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2015;;26.06.2015;NE;ÄŚeĹˇka;Tehničke nauke;Češka
126925;36;1983;trgovina, prodaja;administrativni radnik;ne;Inostranstvo;da;2015;;11.09.2015;NE;Beograd (ÄŚeĹˇka, Slovenija, Hrvatska, Bosna i Hercegovina, Makedonija, Crna Gora);Ekonomija;Češka
128488;45;2632;marketing, promocija;dispečer;ne;Inostranstvo;da;2015;;06.10.2015;NE;Brno, ÄŚeĹˇka;Trgovina i usluge;Češka
129634;9;630;dizajn;inženjer tekstilne tehnologije;ne;Inostranstvo;da;2015;;22.10.2015;NE;Usti nad Labem (ÄŚeĹˇka);Tehničke nauke;Češka
129640;21;701;dizajn;inženjer tekstilne tehnologije;ne;Inostranstvo;da;2015;;22.10.2015;NE;Usti nad Labem (ÄŚeĹˇka);Tehničke nauke;Češka
129723;137;1932;mašinstvo;Rukovodilac odeljenja;ne;Inostranstvo;da;2015;;23.10.2015;NE;Zebrak (ÄŚeĹˇka);Ekonomija;Češka
130908;57;1982;marketing, promocija;brend menadžer;ne;Inostranstvo;da;2015;;15.11.2015;NE;Kli? Ani, Prag, ÄŚeĹˇka;Ekonomija;Češka
134420;0;9147;administracija;administrativni radnik;ne;Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo;da;2016;;20.01.2016;X;Brno, ÄŚeĹˇka (Sombor, Subotica, Kikinda, Bečej, Vrbas, Bačka Topola, Zrenjanin, Novi Sad, Kula, Novi KneĹľevac);Ekonomija;Češka
136708;50;1197;ugostiteljstvo;konobar;ne;Inostranstvo;da;2016;;24.02.2016;N;Marianske Lazne, ÄŚeĹˇka;Turizam i ugostiteljstvo;Češka
136844;4;1135;IT;C#/C++ Developer;da;;ne;2016;;10.03.2016;N;Prag, ÄŚeĹˇka);Informacione tehnologije;Češka
138814;28;1649;IT;Software Developer / Programmer / Engineer;da;;ne;2016;;24.03.2016;NE;Prag, ÄŚeĹˇka);Informacione tehnologije;Češka
140213;28;658;administracija;administrativni radnik;ne;Inostranstvo;da;2016;;22.04.2016;NE;Prag, ÄŚeĹˇka;Ekonomija;Češka
144156;27;428;trgovina, prodaja;menadžer za razvoj biznisa;ne;Inostranstvo;da;2016;;10.06.2016;NE;Usti nad Laben, ÄŚeĹˇka;Ekonomija;Češka
148371;86;1701;elektrotehnika;elektroinženjer;ne;Inostranstvo;da;2016;;12.08.2016;NE;Prag, ÄŚeĹˇka);Tehničke nauke;Češka
148933;17;1798;IT;.NET Developer;da;;ne;2016;;22.08.2016;N;Prag, ÄŚeĹˇka);Informacione tehnologije;Češka
150706;196;3024;transport;vozač;ne;Inostranstvo;da;2016;;14.09.2016;NE;ÄŚeĹˇka;Trgovina i usluge;Češka
151416;8;488;dizajn;inženjer tekstilne tehnologije;ne;Inostranstvo;da;2016;;22.09.2016;NE;Usti nad Labem, ÄŚeĹˇka;Tehničke nauke;Češka
151417;14;604;dizajn;menadžer za kontrolu kvaliteta;ne;Inostranstvo;da;2016;;22.09.2016;NE;Usti nad Labem, ÄŚeĹˇka;Tehničke nauke;Češka
151798;106;2213;ostalo;radnik u proizvodnji;ne;Inostranstvo;da;2016;;28.09.2016;NE;ÄŚeĹˇka (Bor, Plze kraj);Trgovina i usluge;Češka
151993;0;1481;ostalo;operater na mašinama;ne;Inostranstvo;da;2016;;30.09.2016;X;ÄŚeĹˇka;Tehničke nauke;Češka
152415;29;568;pozivni centri;Direktor razvoja;ne;Inostranstvo;da;2016;;05.10.2016;NE;Usti nad Laben, ÄŚeĹˇka;Ekonomija;Češka
152664;2;519;administracija;administrativni radnik;ne;Inostranstvo;da;2016;;10.10.2016;NE;ÄŚeĹˇka;Ekonomija;Češka
152689;18;519;kontrola kvaliteta;menadžer za kontrolu kvaliteta;ne;Inostranstvo;da;2016;;10.10.2016;NE;Usti nad Labem, ÄŚeĹˇka;Tehničke nauke;Češka
152695;9;357;tekstilna industrija;inženjer tekstilne tehnologije;ne;Inostranstvo;da;2016;;10.10.2016;NE;Usti nad Labem, ÄŚeĹˇka;Tehničke nauke;Češka
153841;0;2715;transport;vozač;ne;Inostranstvo;da;2016;;21.10.2016;X;ÄŚeĹˇka;Trgovina i usluge;Češka
154856;104;2211;ostalo;radnik u proizvodnji;ne;Inostranstvo;da;2016;;07.11.2016;N;Otrokovice (ÄŚeĹˇka);Trgovina i usluge;Češka
155109;0;1394;transport;vozač;ne;Inostranstvo;da;2016;;09.11.2016;X;ÄŚeĹˇka;Trgovina i usluge;Češka
156111;88;1166;elektrotehnika;električar;ne;Inostranstvo;da;2016;;24.11.2016;NE;Jihlava (ÄŚeĹˇka);Tehničke nauke;Češka
156112;92;1212;magacin;pomoćni radnik;ne;Inostranstvo;da;2016;;24.11.2016;NE;Jihlava (ÄŚeĹˇka);Trgovina i usluge;Češka
156114;29;570;mašinstvo;bravar;ne;Inostranstvo;da;2016;;24.11.2016;NE;Jihlava (ÄŚeĹˇka);Tehničke nauke;Češka
156116;52;841;magacin;Viljuškarista;ne;Inostranstvo;da;2016;;24.11.2016;NE;Jihlava (ÄŚeĹˇka);Trgovina i usluge;Češka
156213;61;1338;transport;vozač;ne;Inostranstvo;da;2016;;25.11.2016;NE;Jihlava (ÄŚeĹˇka);Trgovina i usluge;Češka
157834;43;1289;transport;vozač;ne;Inostranstvo;da;2016;;20.12.2016;NE;ÄŚeĹˇka;Trgovina i usluge;Češka
158972;185;1845;ugostiteljstvo;konobar;ne;Inostranstvo;da;2017;;12.01.2017;NE;Prag, ÄŚeĹˇka);Turizam i ugostiteljstvo;Češka
158974;81;1019;priprema hrane;kuvar;ne;Inostranstvo;da;2017;;12.01.2017;NE;Prag, ÄŚeĹˇka);Turizam i ugostiteljstvo;Češka
162185;68;1268;ostalo;radnik u proizvodnji;ne;Inostranstvo;da;2017;;20.02.2017;N;Otrokovice (ÄŚeĹˇka);Trgovina i usluge;Češka
162784;97;2128;mašinstvo;mašinski tehničar;da;;ne;2017;;02.03.2017;NE;Ločenice (Prag);Tehničke nauke;Češka
162893;0;1248;trgovina, prodaja;menadžer nabavke;ne;Inostranstvo;da;2017;;27.02.2017;X;Prag, ÄŚeĹˇka);Trgovina i usluge;Češka
165221;0;733;transport;vozač;da;;ne;2017;;22.03.2017;X;ÄŚeĹˇka;Trgovina i usluge;Češka
168248;34;545;trgovina, prodaja;referent nabavke;da;;ne;2017;;25.04.2017;NE;Usti nad Laben (ÄŚeĹˇka);Trgovina i usluge;Češka
168986;111;1154;ostalo;operater na mašinama;da;;ne;2017;;03.05.2017;N;Kraliki, ÄŚeĹˇka;Tehničke nauke;Češka
171096;17;910;ostalo;radnik u proizvodnji;ne;Inostranstvo;da;2017;;23.05.2017;NE;ÄŚeĹˇka;Trgovina i usluge;Češka
172917;16;788;ostalo;operater na mašinama;ne;Inostranstvo;da;2017;;09.06.2017;NE;ÄŚeĹˇka;Tehničke nauke;Češka
173518;66;751;trgovina, prodaja;Menadžer nabavke i uvoza;ne;Inostranstvo;da;2017;;16.06.2017;NE;Usti nad Laben, ÄŚeĹˇka;Trgovina i usluge;Češka
173887;94;1638;ostalo;radnik u proizvodnji;da;;ne;2017;;21.06.2017;NE;ÄŚeĹˇka, Liberec;Trgovina i usluge;Češka
174839;13;465;transport;vozač;ne;Inostranstvo;da;2017;;03.07.2017;N;ÄŚeĹˇka;Trgovina i usluge;Češka
175514;81;1738;ekonomija (opšte);finansijski kontrolor;da;;ne;2017;;18.07.2017;NE;Prag;Ekonomija;Češka
176763;114;1599;ostalo;radnik u proizvodnji;da;;ne;2017;;01.08.2017;N;Kop? Ivnice (ÄŚeĹˇka);Trgovina i usluge;Češka
178794;81;1213;ekonomija (opšte);bankarski službenik;da;;ne;2017;;22.08.2017;NE;Prag;Ekonomija;Češka
178823;2;304;jezici, književnost;prevodilac;da;;ne;2017;;16.08.2017;NE;ÄŚeĹˇka;Obrazovanje, umetnost i sport;Češka
179277;58;879;pozivni centri;Telefonski operater;da;;ne;2017;;01.09.2017;NE;Prag, ÄŚeĹˇka);Ekonomija;Češka
181387;0;1654;transport;vozač;ne;Inostranstvo,NiĹˇavski okrug,Toplički okrug,Pirotski okrug,Jablanički okrug,Pčinjski okrug;da;2017;;08.09.2017;X;ÄŚeĹˇka;Trgovina i usluge;Češka
184430;23;1761;transport;vozač;ne;Inostranstvo;da;2017;;11.10.2017;NE;Prag, ÄŚeĹˇka);Trgovina i usluge;Češka
185257;27;1626;mašinstvo;zavarivač / varilac;da;;ne;2017;;12.10.2017;NE;ÄŚeĹˇka;Tehničke nauke;Češka
185551;0;1491;transport;vozač;ne;Inostranstvo;da;2017;;16.10.2017;X;ÄŚeĹˇka;Trgovina i usluge;Češka
186121;105;3006;ostalo;radnik u proizvodnji;da;;ne;2017;;20.10.2017;NE;ÄŚeĹˇka;Trgovina i usluge;Češka
186444;65;1699;mašinstvo;montažer;ne;Inostranstvo;da;2017;;24.10.2017;N;Jihlava (ÄŚeĹˇka);Tehničke nauke;Češka
187457;7;662;ostalo;autolimar;da;;ne;2017;;06.11.2017;NE;ÄŚeĹˇka;Trgovina i usluge;Češka
187588;5;730;mašinstvo;mehaničar;da;;ne;2017;;06.11.2017;NE;ÄŚeĹˇka;Tehničke nauke;Češka
187589;5;1020;mašinstvo;konstruktor mašina;da;;ne;2017;;06.11.2017;NE;ÄŚeĹˇka;Tehničke nauke;Češka
188301;29;799;ugostiteljstvo;konobar;ne;Inostranstvo;da;2017;;09.11.2017;NE;Brno (ÄŚeĹˇka);Turizam i ugostiteljstvo;Češka
188633;68;1991;grafičarstvo, izdavaštvo;radnik na pripremi za štampu;ne;Inostranstvo;da;2017;;17.11.2017;N;Prag, ÄŚeĹˇka);Trgovina i usluge;Češka
190371;13;1676;IT;elektroinženjer;ne;Inostranstvo;da;2017;;30.11.2017;NE;Plzen, ÄŚeĹˇka;Tehničke nauke;Češka
194646;59;2093;transport;vozač;ne;Inostranstvo;da;2018;;17.01.2018;N;Brno (ÄŚeĹˇka);Trgovina i usluge;Češka
194979;87;2441;ostalo;radnik u proizvodnji;da;;ne;2018;;01.02.2018;NE;Zlin (ÄŚeĹˇka);Trgovina i usluge;Češka
195359;52;2294;mašinstvo;radnik na održavanju mašina;ne;Inostranstvo;da;2018;;25.01.2018;NE;Prag, ÄŚeĹˇka);Tehničke nauke;Češka
195461;0;3487;ostalo;radnik u proizvodnji;ne;Inostranstvo;da;2018;;25.01.2018;NE;Nirani, ÄŚeĹˇka;Trgovina i usluge;Češka
199766;41;1056;priprema hrane;kuvar;ne;Inostranstvo;da;2018;;09.03.2018;NE;Prag, ÄŚeĹˇka);Turizam i ugostiteljstvo;Češka
199768;99;1361;ugostiteljstvo;konobar;ne;Inostranstvo;da;2018;;09.03.2018;NE;Prag, ÄŚeĹˇka);Turizam i ugostiteljstvo;Češka
199771;11;856;priprema hrane;poslastičar;ne;Inostranstvo;da;2018;;09.03.2018;NE;Prag, ÄŚeĹˇka);Turizam i ugostiteljstvo;Češka
200094;0;1149;transport;vozač;da;;ne;2018;;05.03.2018;X;ÄŚeĹˇka;Trgovina i usluge;Češka
200293;163;3423;ostalo;radnik u proizvodnji;da;;ne;2018;;07.03.2018;NE;ÄŚeĹˇka;Trgovina i usluge;Češka
