ID;BrojKonkurisanja;BrojPregledaOglasa;PrimarnaKategorija;StandardizovanaPozicija;ImaInostranstvoGrad;Regioni;ImaInostranstvoRegion;Godina;BrojPrijavaSamoIno;DatumObjave;NacinKonkurisanja;Grad;Nadkategorija;Drzava
130855;7;671;mašinstvo;mašinski tehničar;ne;Inostranstvo;da;2015;;13.11.2015;N;Ruska Federacija;Tehničke nauke;Rusija
130872;8;914;mašinstvo;mehaničar;ne;Inostranstvo;da;2015;;13.11.2015;N;Ruska Federacija;Tehničke nauke;Rusija
131960;107;3055;ekonomija (opšte);administrativni radnik;ne;Inostranstvo;da;2015;;03.12.2015;N;Ruska Federacija;Ekonomija;Rusija
132060;116;2261;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2015;;04.12.2015;N;Ruska Federacija;Tehničke nauke;Rusija
134939;80;2972;građevina, geodezija;rukovodilac mašinske službe;ne;Inostranstvo;da;2016;;28.01.2016;NE;Moskva, Rusija;Tehničke nauke;Rusija
135025;163;3877;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;29.01.2016;N;Ruska Federacija;Tehničke nauke;Rusija
136772;182;3159;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2016;;25.02.2016;N;Ruska Federacija;Tehničke nauke;Rusija
138342;53;1316;trgovina, prodaja;referent nabavke;ne;Inostranstvo;da;2016;;17.03.2016;N;Ruska Federacija;Trgovina i usluge;Rusija
138344;81;1829;ostalo;operater na mašinama;ne;Inostranstvo;da;2016;;17.03.2016;N;Ruska Federacija;Tehničke nauke;Rusija
138726;0;1490;poljoprivreda, šumarstvo;inženjer poljoprivrede;ne;Inostranstvo;da;2016;;23.03.2016;X;Amurska oblast (Rusija);Tehničke nauke;Rusija
140825;90;1883;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;22.04.2016;N;Ruska Federacija;Tehničke nauke;Rusija
141799;39;752;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;17.05.2016;N;Rusija;Tehničke nauke;Rusija
141805;33;1143;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;17.05.2016;N;Rusija;Tehničke nauke;Rusija
142506;65;2978;arhitektura;arhitekta;ne;Inostranstvo;da;2016;;18.05.2016;NE;Moskva (Ruska Federacija);Tehničke nauke;Rusija
142997;80;1699;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;25.05.2016;N;Ruska Federacija;Tehničke nauke;Rusija
143014;93;1726;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2016;;26.05.2016;NE;Volgograd (Rusija);Tehničke nauke;Rusija
144818;75;1979;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;20.06.2016;N;Rusija;Tehničke nauke;Rusija
145680;82;1802;mašinstvo;elektromonter;ne;Inostranstvo;da;2016;;01.07.2016;N;Ruska Federacija;Tehničke nauke;Rusija
145923;59;1411;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2016;;06.07.2016;N;Moskva (Ruska Federacija);Tehničke nauke;Rusija
145924;34;1323;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;06.07.2016;N;Moskva (Ruska Federacija);Tehničke nauke;Rusija
145995;134;2039;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2016;;07.07.2016;N;Ruska Federacija;Tehničke nauke;Rusija
145997;48;1252;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;07.07.2016;N;Ruska Federacija;Tehničke nauke;Rusija
149724;57;1030;logistika;dispečer;ne;Inostranstvo;da;2016;;01.09.2016;N;Ruska Federacija;Trgovina i usluge;Rusija
149725;12;406;mašinstvo;mehaničar;ne;Inostranstvo;da;2016;;01.09.2016;N;Ruska Federacija;Tehničke nauke;Rusija
149726;41;1156;ostalo;operater na mašinama;ne;Inostranstvo;da;2016;;01.09.2016;N;Ruska Federacija;Tehničke nauke;Rusija
149973;27;1535;građevina, geodezija;geodet;da;;ne;2016;;05.09.2016;NE;Ruska Federacija;Tehničke nauke;Rusija
152290;25;1338;građevina, geodezija;Direktor proizvodnje;ne;Inostranstvo;da;2016;;04.10.2016;N;Ruska Federacija;Ekonomija;Rusija
152741;108;2116;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2016;;10.10.2016;NE;Moskva, Rusija;Tehničke nauke;Rusija
152742;73;1388;elektrotehnika;elektroinženjer;ne;Inostranstvo;da;2016;;10.10.2016;NE;Moskva, Rusija;Tehničke nauke;Rusija
153357;74;2253;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;17.10.2016;N;Ruska Federacija;Tehničke nauke;Rusija
153369;22;1104;hemija;Kontrolor;ne;Inostranstvo;da;2016;;17.10.2016;N;Ruska Federacija;Ekonomija;Rusija
155574;81;1511;trgovina, prodaja;menadžer nabavke;ne;Inostranstvo;da;2016;;16.11.2016;N;Ruska Federacija;Trgovina i usluge;Rusija
156474;19;1122;transport;vozač;ne;Inostranstvo;da;2016;;29.11.2016;NE;Rusija, Poljska, Italija;Trgovina i usluge;Rusija
158049;30;1429;farmacija;diplomirani farmaceut;ne;Inostranstvo;da;2016;;27.12.2016;NE;Rusija;Zdravstvo i farmacija;Rusija
158051;43;2870;farmacija;diplomirani farmaceut;ne;Inostranstvo;da;2016;;27.12.2016;NE;Rusija;Zdravstvo i farmacija;Rusija
159729;13;1160;transport;vozač;ne;Inostranstvo;da;2017;;19.01.2017;NE;Rusija, Poljska i Italija;Trgovina i usluge;Rusija
161063;121;2481;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;03.02.2017;N;Ruska Federacija;Tehničke nauke;Rusija
162435;77;1574;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;21.02.2017;N;Ruska Federacija;Tehničke nauke;Rusija
162820;44;1023;ostalo;montažer;ne;Inostranstvo;da;2017;;24.02.2017;N;Ruska Federacija;Tehničke nauke;Rusija
163264;14;661;mašinstvo;radnik na održavanju;ne;Inostranstvo;da;2017;;02.03.2017;N;Ruska Federacija;Trgovina i usluge;Rusija
167087;96;2119;građevina, geodezija;Menadžer projekata;ne;Inostranstvo;da;2017;;10.04.2017;N;Moskva, Ruska Federacija;Ekonomija;Rusija
167089;124;2497;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;10.04.2017;N;Mesto rada: Ruska Federacija;Tehničke nauke;Rusija
169960;15;602;mašinstvo;mehaničar;da;;ne;2017;;12.05.2017;N;Ruska Federacija;Tehničke nauke;Rusija
169964;47;1613;mašinstvo;mašinski inženjer;da;;ne;2017;;12.05.2017;N;Ruska Federacija;Tehničke nauke;Rusija
170159;40;1366;građevina, geodezija;šef gradilišta;da;;ne;2017;;15.05.2017;N;Ruska Federacija;Tehničke nauke;Rusija
170161;95;2155;građevina, geodezija;građevinski inženjer;da;;ne;2017;;15.05.2017;N;Ruska Federacija;Tehničke nauke;Rusija
170354;53;1853;građevina, geodezija;građevinski inženjer;da;;ne;2017;;16.05.2017;N;Ruska Federacija;Tehničke nauke;Rusija
171508;10;335;mašinstvo;mehaničar;ne;Inostranstvo;da;2017;;26.05.2017;N;Ruska Federacija;Tehničke nauke;Rusija
171520;35;840;građevina, geodezija;građevinski inženjer;da;;ne;2017;;26.05.2017;NE;Rusija;Tehničke nauke;Rusija
171534;22;749;elektrotehnika;električar;da;;ne;2017;;26.05.2017;NE;Rusija;Tehničke nauke;Rusija
171535;26;860;građevina, geodezija;građevinski inženjer;da;;ne;2017;;26.05.2017;NE;Rusija;Tehničke nauke;Rusija
171537;28;990;građevina, geodezija;građevinski inženjer;da;;ne;2017;;26.05.2017;NE;Rusija;Tehničke nauke;Rusija
171538;25;639;građevina, geodezija;geodet;da;;ne;2017;;26.05.2017;NE;Rusija;Tehničke nauke;Rusija
171564;71;1317;mašinstvo;Direktor proizvodnje;ne;Inostranstvo;da;2017;;29.05.2017;N;Drezden (Moskva);Ekonomija;Rusija
172034;61;1380;logistika;menadžer logistike;ne;Inostranstvo;da;2017;;01.06.2017;N;Ruska Federacija;Trgovina i usluge;Rusija
175163;21;674;građevina, geodezija;građevinski inženjer;da;;ne;2017;;06.07.2017;NE;Moskva;Tehničke nauke;Rusija
175165;19;551;mašinstvo;mašinski inženjer;da;;ne;2017;;06.07.2017;NE;Moskva;Tehničke nauke;Rusija
175166;15;690;mašinstvo;mašinski inženjer;da;;ne;2017;;06.07.2017;NE;Moskva;Tehničke nauke;Rusija
176600;125;2677;trgovina, prodaja;komercijalista;ne;Inostranstvo,Beograd (Ĺˇiri);da;2017;74.0;21.07.2017;NE;Beograd, Moskva (Ruska Federacija);Trgovina i usluge;Rusija
176832;67;955;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2017;;25.07.2017;N;Ruska Federacija;Tehničke nauke;Rusija
176870;95;1140;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;25.07.2017;N;Ruska Federacija;Tehničke nauke;Rusija
176871;27;768;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2017;;25.07.2017;N;Ruska Federacija;Tehničke nauke;Rusija
176872;94;1473;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;25.07.2017;N;Ruska Federacija;Tehničke nauke;Rusija
179371;26;983;arhitektura;arhitekta;da;;ne;2017;;22.08.2017;NE;Sankt Peterburg, Rusija);Tehničke nauke;Rusija
180477;28;836;arhitektura;arhitekta;ne;Inostranstvo;da;2017;;01.09.2017;NE;Moskva, Rusija);Tehničke nauke;Rusija
180480;40;1214;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;01.09.2017;NE;Moskva, Rusija);Tehničke nauke;Rusija
180481;19;616;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2017;;01.09.2017;NE;Moskva, Rusija);Tehničke nauke;Rusija
180806;37;1420;poljoprivreda;rukovodilac poljoprivredne proizvodnje;ne;Inostranstvo;da;2017;;04.09.2017;NE;Volgogradska oblast, Ruska Federacija;Tehničke nauke;Rusija
183536;7;432;ostalo;elektromonter;da;;ne;2017;;27.09.2017;N;Moskva, Rusija);Tehničke nauke;Rusija
183589;6;404;ostalo;elektromonter;da;;ne;2017;;27.09.2017;N;Moskva, Rusija);Tehničke nauke;Rusija
183590;9;615;mašinstvo;bravar;da;;ne;2017;;27.09.2017;N;Moskva, Rusija);Tehničke nauke;Rusija
183591;4;363;ostalo;vodoinstalater;da;;ne;2017;;27.09.2017;N;Moskva, Rusija);Tehničke nauke;Rusija
183593;8;472;ostalo;montažer;da;;ne;2017;;27.09.2017;N;Moskva, Rusija);Tehničke nauke;Rusija
185231;17;888;arhitektura;arhitektonski projektant;da;;ne;2017;;11.10.2017;NE;Moskva;Tehničke nauke;Rusija
187389;92;2091;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2017;;02.11.2017;N;Ruska Federacija;Tehničke nauke;Rusija
188353;43;2532;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2017;;10.11.2017;N;Moskva, Rusija);Tehničke nauke;Rusija
189050;94;2099;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2017;;16.11.2017;N;Ruska Federacija;Tehničke nauke;Rusija
189053;15;1138;mašinstvo;Ĺ ef proizvodnje u mašinstvu;ne;Inostranstvo;da;2017;;16.11.2017;N;Ruska Federacija;Tehničke nauke;Rusija
189097;14;1126;mašinstvo;mašinski inženjer;da;;ne;2017;;17.11.2017;N;Ruska Federacija;Tehničke nauke;Rusija
189925;46;1853;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2017;;24.11.2017;N;Ruska Federacija;Tehničke nauke;Rusija
190531;6;746;elektrotehnika;elektrotehničar;da;;ne;2017;;01.12.2017;N;Ruska Federacija;Tehničke nauke;Rusija
190532;18;1382;građevina, geodezija;građevinski inženjer;da;;ne;2017;;01.12.2017;N;Ruska Federacija;Tehničke nauke;Rusija
190533;31;1242;mašinstvo;mašinski tehničar;da;;ne;2017;;01.12.2017;N;Ruska Federacija;Tehničke nauke;Rusija
190806;37;1335;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2017;;05.12.2017;NE;??????;Tehničke nauke;Rusija
191249;32;1827;zaštita na radu;inženjer zaštite na radu;ne;Inostranstvo;da;2017;;08.12.2017;N;Ruska Federacija;Trgovina i usluge;Rusija
194485;20;1270;elektrotehnika;energetičar;ne;Inostranstvo;da;2018;;16.01.2018;NE;Moskva (Ruska Federacija);Tehničke nauke;Rusija
194490;21;972;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;16.01.2018;NE;Moskva (Ruska Federacija);Tehničke nauke;Rusija
194742;27;1206;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;18.01.2018;N;Ruska Federacija;Tehničke nauke;Rusija
196201;45;1792;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;30.01.2018;N;Ruska Federacija;Tehničke nauke;Rusija
196223;38;1176;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;30.01.2018;N;Ruska Federacija;Tehničke nauke;Rusija
196228;95;2537;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2018;;30.01.2018;N;Ruska Federacija;Tehničke nauke;Rusija
201051;96;2982;magacin;šef magacina;ne;Inostranstvo;da;2018;;13.03.2018;N;Ruska Federacija;Trgovina i usluge;Rusija
201118;83;2297;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2018;;13.03.2018;N;Ruska Federacija;Tehničke nauke;Rusija
201202;11;1293;mašinstvo;zavarivač / varilac;ne;Inostranstvo;da;2018;;14.03.2018;N;Ruska Federacija;Tehničke nauke;Rusija
203532;39;1779;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2018;;02.04.2018;N;Ruska Federacija;Tehničke nauke;Rusija
203556;32;1552;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;02.04.2018;N;Ruska Federacija;Tehničke nauke;Rusija
203707;67;1789;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;03.04.2018;N;Ruska Federacija;Tehničke nauke;Rusija
204329;9;876;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;10.04.2018;N;Ruska Federacija;Tehničke nauke;Rusija
206895;21;1946;IT;System Administrator / Engineer;da;;ne;2018;7.0;30.04.2018;N;Kazanj / Beograd;Informacione tehnologije;Rusija
207372;42;1589;građevina, geodezija;šef gradilišta;da;;ne;2018;;04.05.2018;NE;Moskva (Ruska Federacija);Tehničke nauke;Rusija
207706;8;622;mašinstvo;radnik na održavanju mašina;ne;Inostranstvo;da;2018;;08.05.2018;N;Ruska Federacija;Tehničke nauke;Rusija
207707;17;762;mašinstvo;rukovodilac mašinske službe;ne;Inostranstvo;da;2018;;08.05.2018;N;Ruska Federacija;Tehničke nauke;Rusija
208615;53;1807;magacin;magacioner;ne;Inostranstvo;da;2018;;15.05.2018;N;Ruska Federacija;Trgovina i usluge;Rusija
208617;53;2991;magacin;šef magacina;ne;Inostranstvo;da;2018;;15.05.2018;N;Ruska Federacija;Trgovina i usluge;Rusija
209044;48;1427;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2018;;17.05.2018;N;Ruska Federacija;Tehničke nauke;Rusija
209059;20;1084;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;17.05.2018;N;Ruska Federacija;Tehničke nauke;Rusija
209060;57;1567;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;17.05.2018;N;Ruska Federacija;Tehničke nauke;Rusija
209065;35;1333;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;17.05.2018;N;Ruska Federacija;Tehničke nauke;Rusija
210051;21;1370;elektrotehnika;elektroinženjer;ne;Inostranstvo;da;2018;;28.05.2018;NE;Moskva, Rusija;Tehničke nauke;Rusija
210054;48;2128;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;28.05.2018;NE;Moskva, Rusija;Tehničke nauke;Rusija
210056;14;1131;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;28.05.2018;NE;Moskva, Rusija;Tehničke nauke;Rusija
214817;59;2188;ljudski resursi (HR);specijalista zadužen za proces selekcije;ne;Inostranstvo;da;2018;;29.06.2018;N;Moskva (Ruska Federacija);Trgovina i usluge;Rusija
216412;73;1928;trgovina, prodaja;direktor prodaje;ne;Inostranstvo;da;2018;;12.07.2018;NE;Rusija, Moskva;Trgovina i usluge;Rusija
220272;50;1731;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;15.08.2018;N;Ruska Federacija;Tehničke nauke;Rusija
220293;45;1335;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;15.08.2018;N;Ruska Federacija;Tehničke nauke;Rusija
220299;59;1442;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;15.08.2018;N;Ruska Federacija;Tehničke nauke;Rusija
220300;54;1287;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2018;;15.08.2018;N;Ruska Federacija;Tehničke nauke;Rusija
221215;19;1001;arhitektura;arhitektonski projektant;ne;Inostranstvo;da;2018;;23.08.2018;NE;Gelendzhik, Rusija;Tehničke nauke;Rusija
223332;13;1235;elektrotehnika;elektroinženjer;ne;Inostranstvo;da;2018;;06.09.2018;NE;Moskva, Rusija;Tehničke nauke;Rusija
223335;35;1729;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;06.09.2018;NE;Moskva, Rusija;Tehničke nauke;Rusija
223337;18;932;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;06.09.2018;NE;Moskva, Rusija;Tehničke nauke;Rusija
226380;37;1495;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2018;;27.09.2018;N;Ruska Federacija;Tehničke nauke;Rusija
226622;15;1020;računovodstvo, knjigovodstvo;referent za obračun zarada;ne;Inostranstvo;da;2018;;28.09.2018;N;Moskva (Ruska Federacija);Ekonomija;Rusija
226899;14;792;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;28.09.2018;N;Ruska Federacija;Tehničke nauke;Rusija
227151;10;1415;građevina, geodezija;projekt menadžer;ne;Inostranstvo;da;2018;;02.10.2018;N;Ruska Federacija;Ekonomija;Rusija
227710;37;1057;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2018;;04.10.2018;N;Ruska Federacija;Tehničke nauke;Rusija
227908;39;1393;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;05.10.2018;N;Ruska Federacija;Tehničke nauke;Rusija
227931;16;631;priprema hrane;šef kuhinje;ne;Inostranstvo;da;2018;;05.10.2018;N;Ruska Federacija;Turizam i ugostiteljstvo;Rusija
228982;51;1546;ljudski resursi (HR);specijalista zadužen za proces selekcije;ne;Inostranstvo;da;2018;;12.10.2018;N;Moskva (Ruska Federacija);Trgovina i usluge;Rusija
228983;46;1442;logistika;menadžer nabavke;ne;Inostranstvo;da;2018;;12.10.2018;N;Ruska Federacija;Trgovina i usluge;Rusija
231787;16;815;priprema hrane;šef kuhinje;ne;Inostranstvo;da;2018;;05.11.2018;N;Ruska Federacija;Turizam i ugostiteljstvo;Rusija
232062;62;1743;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2018;;06.11.2018;N;Ruska Federacija;Tehničke nauke;Rusija
232867;191;3191;administracija;administrativni radnik;ne;Inostranstvo;da;2018;;13.11.2018;N;Ruska Federacija;Ekonomija;Rusija
233263;27;1384;trgovina, prodaja;direktor prodaje;da;;ne;2018;;16.11.2018;NE;Moskva, Rusija;Trgovina i usluge;Rusija
235870;44;1198;građevina, geodezija;građevinski inženjer;da;;ne;2018;;06.12.2018;N;Ruska Federacija;Tehničke nauke;Rusija
235871;17;616;građevina, geodezija;građevinski inženjer;da;;ne;2018;;06.12.2018;N;Ruska Federacija;Tehničke nauke;Rusija
235875;50;1230;građevina, geodezija;šef gradilišta;da;;ne;2018;;06.12.2018;N;Ruska Federacija;Tehničke nauke;Rusija
237000;5;803;arhitektura;arhitektonski projektant;ne;Inostranstvo;da;2018;;17.12.2018;NE;u predstavniĹˇtvu u Moskvi (Rusija);Tehničke nauke;Rusija
240558;80;2954;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;21.01.2019;N;Ruska Federacija;Tehničke nauke;Rusija
241049;33;1404;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;23.01.2019;N;Ruska Federacija;Tehničke nauke;Rusija
241640;49;1907;trgovina, prodaja;referent nabavke;da;;ne;2019;;28.01.2019;N;Ruska Federacija;Trgovina i usluge;Rusija
242304;26;1270;računovodstvo, knjigovodstvo;referent za obračun zarada;da;;ne;2019;;01.02.2019;N;Moskva, Ruska Federacija;Ekonomija;Rusija
242327;37;1390;mašinstvo;mašinski inženjer;da;;ne;2019;;01.02.2019;N;Ruska Federacija;Tehničke nauke;Rusija
242358;46;1618;građevina, geodezija;građevinski inženjer;da;;ne;2019;;01.02.2019;N;Ruska Federacija;Tehničke nauke;Rusija
247497;43;1778;logistika;menadžer nabavke;ne;Inostranstvo;da;2019;;12.03.2019;N;Ruska Federacija;Trgovina i usluge;Rusija
250605;30;872;elektrotehnika;elektroinženjer;ne;Inostranstvo;da;2019;;01.04.2019;N;Moskva;Tehničke nauke;Rusija
250971;19;2132;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;02.04.2019;N;Ruska Federacija;Tehničke nauke;Rusija
250977;13;1107;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;02.04.2019;N;Ruska Federacija (Moskva);Tehničke nauke;Rusija
252453;22;789;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;11.04.2019;N;Ruska Federacija;Tehničke nauke;Rusija
252457;33;734;mašinstvo;planer proizvodnje;ne;Inostranstvo;da;2019;;11.04.2019;N;Ruska Federacija;Tehničke nauke;Rusija
252482;20;1095;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;11.04.2019;N;Ruska Federacija;Tehničke nauke;Rusija
252950;24;958;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;15.04.2019;N;Moskva;Tehničke nauke;Rusija
252954;10;501;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2019;;15.04.2019;N;Moskva;Tehničke nauke;Rusija
252956;29;871;građevina, geodezija;građevinski projektant;ne;Inostranstvo;da;2019;;15.04.2019;N;Moskva;Tehničke nauke;Rusija
256391;54;2552;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;10.05.2019;N;Moskva i gradiliĹˇta u Ruskoj Federaciji;Tehničke nauke;Rusija
257119;2;1337;transport;vozač;ne;Inostranstvo;da;2019;;16.05.2019;NE;Evropa, Rusija;Trgovina i usluge;Rusija
258928;47;1286;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;27.05.2019;N;Ruska Federacija;Tehničke nauke;Rusija
258931;17;1221;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;27.05.2019;N;Ruska Federacija;Tehničke nauke;Rusija
258933;5;531;rudarstvo, metalurgija;diplomirani geolog;ne;Inostranstvo;da;2019;;27.05.2019;N;Ruska Federacija;Tehničke nauke;Rusija
258962;31;1094;logistika;referent nabavke;ne;Inostranstvo;da;2019;;27.05.2019;N;Ruska Federacija;Trgovina i usluge;Rusija
259196;20;1012;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;28.05.2019;N;Ruska Federacija;Tehničke nauke;Rusija
259198;22;931;logistika;menadžer nabavke;ne;Inostranstvo;da;2019;;28.05.2019;N;Ruska Federacija;Trgovina i usluge;Rusija
259741;61;2396;zaštita na radu;Rukovodilac odeljenja za zaštitu na radu;da;;ne;2019;;30.05.2019;N;Ruska Federacija - Moskva;Trgovina i usluge;Rusija
260104;30;884;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;03.06.2019;N;Ruska Federacija;Tehničke nauke;Rusija
260604;48;1229;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;05.06.2019;N;Ruska Federacija;Tehničke nauke;Rusija
263380;41;1318;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;24.06.2019;N;Ruska Federacija;Tehničke nauke;Rusija
264437;34;1064;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;01.07.2019;N;Ruska Federacija;Tehničke nauke;Rusija
266745;76;2354;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;17.07.2019;N;Moskva i gradiliĹˇta u Ruskoj Federaciji;Tehničke nauke;Rusija
267216;45;1495;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;22.07.2019;N;Ruska Federacija;Tehničke nauke;Rusija
267400;32;806;arhitektura;arhitektonski projektant;da;;ne;2019;;23.07.2019;NE;Gelendzhik, Rusija;Tehničke nauke;Rusija
268687;29;1022;građevina, geodezija;građevinski projektant;da;;ne;2019;;01.08.2019;N;Ruska Federacija;Tehničke nauke;Rusija
272830;35;1667;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;30.08.2019;N;Ruska Federacija;Tehničke nauke;Rusija
273346;23;1097;građevina, geodezija;menadžer plana i analize;ne;Inostranstvo;da;2019;;03.09.2019;N;Ruska Federacija;Ekonomija;Rusija
276197;19;1387;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;20.09.2019;N;Ruska Federacija;Tehničke nauke;Rusija
276206;35;1018;mašinstvo;Ĺ ef proizvodnje u mašinstvu;ne;Inostranstvo;da;2019;;20.09.2019;N;Ruska Federacija;Tehničke nauke;Rusija
277984;45;884;arhitektura;arhitektonski projektant;da;;ne;2019;;03.10.2019;NE;Gelendzhik (Rusija);Tehničke nauke;Rusija
278264;26;911;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;04.10.2019;N;Ruska Federacija;Tehničke nauke;Rusija
278266;35;1235;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;04.10.2019;N;Ruska Federacija;Tehničke nauke;Rusija
279854;33;1232;mašinstvo;mašinski inženjer;da;;ne;2019;;14.10.2019;N;Ruska Federacija;Tehničke nauke;Rusija
280313;25;918;građevina, geodezija;građevinski inženjer;da;;ne;2019;;16.10.2019;N;Ruska Federacija;Tehničke nauke;Rusija
280831;10;800;arhitektura;arhitekta;ne;Inostranstvo;da;2019;;21.10.2019;NE;Gelendzhik, Rusija;Tehničke nauke;Rusija
283470;36;1424;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2019;;07.11.2019;N;Ruska Federacija;Tehničke nauke;Rusija
285134;17;1032;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2019;;20.11.2019;N;Ruska Federacija;Tehničke nauke;Rusija
286334;15;796;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;28.11.2019;N;Ruska Federacija;Tehničke nauke;Rusija
286384;41;1151;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2019;;28.11.2019;N;Ruska Federacija;Tehničke nauke;Rusija
288354;20;997;arhitektura;arhitekta;da;;ne;2019;;16.12.2019;NE;Gelendzhik, Rusija;Tehničke nauke;Rusija
288590;1;644;arhitektura;arhitekta;da;;ne;2019;;17.12.2019;N;Gelendzhik, Rusija;Tehničke nauke;Rusija
291755;26;1525;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2020;;16.01.2020;N;Ruska Federacija;Tehničke nauke;Rusija
292998;38;1233;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2020;;23.01.2020;N;Ruska Federacija;Tehničke nauke;Rusija
293000;33;1348;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2020;;23.01.2020;N;Ruska Federacija;Tehničke nauke;Rusija
